@relation polish-compan-weka.filters.unsupervised.attribute.ReplaceMissingValues-unset-class-temporarily

@attribute Attr1 numeric
@attribute Attr2 numeric
@attribute Attr3 numeric
@attribute Attr4 numeric
@attribute Attr6 numeric
@attribute Attr7 numeric
@attribute Attr12 numeric
@attribute Attr14 numeric
@attribute Attr16 numeric
@attribute Attr25 numeric
@attribute Attr29 numeric
@attribute Attr33 numeric
@attribute Attr38 numeric
@attribute Attr50 numeric
@attribute Attr51 numeric
@attribute Attr55 numeric
@attribute Class {0,1}

@data
-0.086511,0.20035,0.34002,2.6971,-0.21203,-0.086511,-0.4318,-0.086511,-0.31876,0.62813,4.8315,9.5816,0.62813,2.6971,0.20035,23068,0
0.15368,0.78122,0.43568,2.2456,0,0.15368,0.43938,0.15368,0.2191,0.21877,4.5973,4.8589,0.62779,1.0054,0.34977,17237,0
-0.050077,0.69797,-0.12466,0.79582,-0.048738,-0.050077,-0.082024,-0.050077,-0.068929,-0.098596,3.5588,1.661,0.38935,0.6961,0.61052,-451.33,0
0.016668,0.36955,0.36222,2.0684,0.077623,0.021566,0.063611,0.021566,0.15662,0.57705,4.5568,3.8459,0.60758,1.8976,0.33903,13054,0
0.014223,0.78005,-0.043135,0.92299,0,0.014223,0.025394,0.014223,0.3396,0.21515,5.0968,1.3304,0.33941,0.66271,0.56008,-5390.7,0
0.070977,0.55392,0.26248,1.4758,0.049658,0.083251,0.1509,0.083251,0.20651,0.42855,4.6446,2.6187,0.43076,1.4699,0.55171,11581,0
-0.073803,0.71199,-0.094067,0.54735,0,-0.073803,-0.35514,-0.073803,-0.019405,0.095557,4.4952,2.5868,0.79219,0.15976,0.20781,-2942,0
0.10834,0.13529,0.38342,4.0834,0.30981,0.10834,0.87123,0.10834,1.3121,0.86415,4.3566,6.3354,0.87509,3.7533,0.12435,8714.7,0
0.015535,0.51842,0.045928,1.3289,-1.0452,0.015118,0.10826,0.015118,0.085619,-1.0476,4.5593,4.6616,0.85938,0.35795,0.13964,1664.8,0
-0.004701,0.55878,0.05317,1.1475,0,-0.001973,-0.005473,-0.001973,0.11614,0.31366,4.1288,3.0454,0.50886,0.7404,0.36055,715.28,0
0.11015,0.75554,0.14544,1.2326,0.15869,0.13937,0.22288,0.13937,0.22561,0.22193,4.6208,2.1108,0.35217,1.0201,0.6253,6074.2,0
0.016839,0.54135,-0.11293,0.7914,0.11703,0.02511,0.046384,0.02511,0.24639,0.38223,4.0972,4.4343,0.38223,0.7914,0.54135,-1412.4,0
-0.02136,0.35358,-0.035709,0.87975,-0.02136,-0.02403,-0.080922,-0.02403,-0.067963,0.64642,5.7492,0.26409,0.70304,0.73887,0.29696,-20043,0
0.005058,0.69694,0.052062,1.0747,-0.049482,0.008019,0.011506,0.008019,0.06593,0.25876,5.8522,2.7171,0.25876,1.0747,0.69694,37040,0
0.079505,0.32187,0.38949,2.2101,0.21714,0.098732,0.30675,0.098732,0.4224,0.62559,5.9235,8.9843,0.62559,2.2101,0.32187,326590,0
0.053514,0.30779,0.15592,1.5781,0,0.075149,0.27861,0.075149,0.37324,0.053514,4.4593,7.8957,0.69221,1.3829,0.26972,4490,0
0.049592,0.86046,0.16654,1.2015,-0.006727,0.061337,0.074195,0.061337,0.076475,0.042865,3.6052,1.9369,0.16802,1.1543,0.82669,671.01,0
-0.39082,1.3306,-0.61842,0.53523,-0.5476,-0.39082,-0.29372,-0.39082,-0.26676,-0.39974,5.5964,1.7979,-0.39974,0.53523,1.3306,-244160,0
-0.001876,0.8624,-0.18715,0.78299,0,-0.000765,-0.000887,-0.000765,0.061409,0.093785,3.8071,6.9979,0.1376,0.78299,0.8624,-1200.3,0
-0.038679,0.79397,0.13645,1.3702,0,-0.026263,-0.07125,-0.026263,0.034303,0.068595,4.9,3.5375,0.58966,0.63611,0.3686,10839,0
0.031512,0.36306,0.062637,1.3391,0,0.040427,0.21887,0.040427,0.20257,0.61474,5.7706,2.771,0.70636,0.68128,0.18471,1.3391,0
0.27914,0.4947,-0.22112,0.51191,0.74046,0.34155,0.75392,0.34155,0.82638,0.34766,6.4257,2.8936,0.38932,0.46879,0.45303,-589300,0
0.023383,0.7652,0.1373,1.2273,0.006952,0.023383,0.038703,0.023383,0.3091,0.23251,3.339,3.2275,0.39193,0.96897,0.60416,299.71,0
0.14624,0.50385,-0.50071,0.006235,0.77599,0.18486,0.36689,0.18486,0.43088,0.40255,5.1374,0.064546,0.40255,0.006235,0.50385,-68698,0
-0.054152,1.2902,-0.20526,0.81538,-0.33626,-0.048922,-0.044005,-0.048922,-0.024601,-0.33667,3.675,5.1198,-0.29017,0.70261,1.1117,-971.24,0
-0.030775,0.6732,0.20674,1.7458,-0.031355,-0.037214,-0.13425,-0.037214,0.004517,0.28822,4.9779,3.3238,0.68422,0.71887,0.2772,19650,0
0.021385,0.44058,0.21092,1.8055,0.26841,0.028452,0.10865,0.028452,0.32063,0.52355,4.1953,7.2223,0.70226,1.0731,0.26187,3306.8,0
0.045701,0.94329,0.052413,1.0556,0.33318,0.056202,0.059581,0.056202,0.07032,0.051223,3.9569,6.9991,0.051223,1.0556,0.94329,474.59,0
0.037755,0.4312,0.098152,1.2472,0.14711,0.047488,0.1196,0.047488,0.27141,0.44781,4.6918,5.0336,0.48194,1.1485,0.39706,4827.7,0
0.16373,0.46228,-0.031101,0.85239,0.33862,0.20631,0.97913,0.20631,0.58833,0.46913,4.7429,3.978,0.7207,0.38851,0.2107,-1720.7,0
-0.10813,0.87424,0.07823,1.0921,-0.053584,-0.12676,-0.1492,-0.12676,-0.11227,0.11534,4.2998,3.2269,0.14002,1.0613,0.84957,1560.1,0
0.016038,0.66512,-0.000733,0.99886,0,0.019969,0.031019,0.019969,0.088737,0.27771,4.3548,3.8887,0.33606,0.96679,0.64377,-16.587,0
0.055463,0.57534,0.25958,1.4617,0.099209,0.080438,0.14306,0.080438,0.16312,0.42466,4.5583,7.6019,0.43774,1.4284,0.56226,9387.4,0
0.016038,0.66512,-0.000733,0.99886,0,0.019969,0.031019,0.019969,0.088737,0.27771,4.3548,3.8887,0.33606,0.96679,0.64377,-16.587,0
0.1302,0.33773,0.32918,2.6063,0.24848,0.16117,0.78647,0.16117,0.66899,0.54962,5.704,7.2221,0.68242,1.5815,0.20493,166500,0
0.040446,0.29643,0.30128,2.0194,0.14926,0.043639,0.14766,0.043639,0.42712,0.67208,5.0173,7.2701,0.67297,2.0134,0.29553,31354,0
0.095459,0.6111,-0.014229,0.97672,0.17191,0.11805,0.19317,0.11805,0.25287,0.29034,6.3783,4.7779,0.29034,0.97672,0.6111,-33999,0
0.039482,0.34563,0.28178,2.0066,0.19354,0.039482,0.14105,0.039482,0.2071,0.65437,4.8019,8.1428,0.72008,1.6251,0.27992,17856,0
0.23957,0.21313,0.78436,4.6802,0,0.29688,1.393,0.29688,1.3956,0.77295,3.5556,7.6854,0.78687,4.6802,0.21313,2819,0
0.12607,0.074639,0.41719,6.5894,0.28188,0.15628,2.0938,0.15628,3.4192,0.84508,4.4689,11.769,0.84508,6.5894,0.074639,12280,0
0.096597,0.47001,0.23846,1.5073,0.16063,0.13118,0.27911,0.13118,0.37527,0.18306,4.4274,6.1321,0.18306,1.5073,0.47001,6380.1,0
0.070494,0.75908,-0.022441,0.95859,0,0.086089,0.15886,0.086089,0.14733,0.20686,3.7837,5.7278,0.4081,0.68433,0.5419,-136.38,0
0.000519,0.68784,0.2469,1.3748,-0.081331,0.000519,0.000788,0.000519,0.035931,0.11267,3.7001,0.60278,0.3403,1.3168,0.65883,1237.6,0
0.1934,0.41138,0.40111,1.9751,0.55839,0.23951,0.58221,0.23951,0.61694,0.52053,5.6025,6.839,0.52053,1.9751,0.41138,160590,0
-0.019416,0.62711,0.16778,1.2676,-0.003588,-0.019772,-0.031529,-0.019772,-0.010859,0.35555,4.9388,5.088,0.35555,1.2676,0.62711,14574,0
0.05985,0.86519,-0.19799,0.77054,0.037118,0.047792,0.055387,0.047792,0.10045,0.037064,4.8656,7.3391,0.039384,0.76848,0.86287,-14530,0
0.024093,0.29591,0.16091,1.5493,0.077292,0.031086,0.10612,0.031086,0.28214,0.66793,4.6602,5.6002,0.67089,1.5338,0.29294,7357.8,0
0.079723,0.73968,0.20257,1.3352,0,0.079723,0.13193,0.079723,1.6497,0.22481,4.4039,0.78407,0.28828,1.0908,0.60426,5133.7,0
0.22108,0.28169,0.29617,2.0514,0.89705,0.22239,0.78949,0.22239,0.97041,0.71831,5.0979,6.7435,0.71831,2.0514,0.28169,37107,0
0.27621,0.052568,0.35491,7.7514,0,0.34335,6.5314,0.34335,7.2314,0.8827,3.8233,11.111,0.94758,7.7514,0.052568,2363,0
0.13459,0.25296,0.19206,1.7592,0.13459,0.16725,0.66116,0.16725,0.66116,0.69756,4.006,7.4958,0.69756,1.7592,0.25296,1947.3,0
0.001083,0.58484,0.22468,1.3842,0.22523,0.001083,0.001851,0.001083,0.058346,0.22657,3.1332,6.8537,0.41516,1.3842,0.58484,305.31,0
0.038268,0.7882,-0.18936,0.74742,0,0.050623,0.067526,0.050623,0.070838,0.19448,3.6365,3.5843,0.25032,0.71089,0.74968,-819.99,0
0.45659,0.40675,-0.16743,0.58837,0,0.45659,1.1225,0.45659,1.39,0.59212,3.2483,5.826,0.59325,0.58837,0.40675,-296.55,0
0.045881,0.42896,-0.047562,0.8794,0,0.056643,0.14363,0.056643,0.15395,0.05856,3.8808,4.0349,0.60563,0.80848,0.39437,-361.48,0
-0.041919,0.32823,0.071731,1.2505,-0.041919,-0.041919,-0.14636,-0.041919,0.21032,0.63937,4.74,4.0199,0.68119,1.0911,0.28641,3942,0
0.051206,0.81466,-0.064156,0.72435,0,0.066294,0.28484,0.066294,0.14307,0.15207,3.9252,2.9566,0.75086,0.20694,0.23274,-540,0
0.018318,0.74948,-0.18174,0.75752,0.018318,0.024889,0.033208,0.024889,0.033208,0.20811,4.1923,1.2696,0.20811,0.75752,0.74948,-2829.5,0
0.10127,0.49434,0.27908,1.7274,0,0.11762,0.30655,0.11762,0.32423,0.50229,5.1683,3.8571,0.55054,1.3407,0.38368,41114,0
-0.039618,0.050697,-0.005209,0.57466,-0.058738,-0.039618,-3.2353,-0.039618,-0.78147,0.90811,4.879,1.5477,0.94656,0.13881,0.012245,-394.18,0
0.09183,0.3684,0.024619,1.0743,0.27283,0.10764,0.32467,0.10764,0.48467,0.56629,4.6749,4.6143,0.60315,0.96678,0.33154,1164.5,0
0.010071,0.3117,0.2058,1.7771,0,0.013894,0.052461,0.013894,0.18863,0.64198,3.6784,10.855,0.6883,1.5099,0.26484,981.33,0
0.17028,0.031248,0.65127,21.842,0.48581,0.21103,6.7531,0.21103,8.1501,0.96013,5.1024,14.857,0.96013,21.842,0.031248,82439,0
0.042904,0.42551,0.28902,1.7995,0.08478,0.059003,0.16322,0.059003,0.22468,0.57449,4.0641,3.7831,0.6385,1.5288,0.3615,3349.5,0
0.12467,0.91483,-0.056335,0.9283,-0.052547,0.12467,0.15867,0.12467,0.16601,0.07212,3.5833,2.1032,0.21432,0.79725,0.78568,-215.83,0
0.035769,0.87556,0.077555,1.2318,0.035769,0.047684,0.14249,0.047684,0.075684,0.12444,5.6298,1.6909,0.66536,0.47078,0.33464,33070,0
-0.089866,0.40305,0.17317,1.4305,-0.054044,-0.089866,-0.22339,-0.089866,-0.085446,0.59695,4.1884,7.9717,0.59773,1.4278,0.40228,2672.5,0
0.030542,0.51587,0.26382,1.5193,0,0.038831,0.076431,0.038831,0.19464,0.46906,3.521,6.4813,0.48412,1.4962,0.50806,875.53,0
0.11891,0.55728,0.12264,1.2497,-0.64377,0.11891,0.24212,0.11891,0.34313,-0.52486,3.7777,2.4108,0.48938,1.1014,0.49114,735.13,0
0.11302,0.50385,0.015333,1.0559,0.11302,0.14135,0.51571,0.14135,0.42725,0.48703,4.2159,5.4775,0.71679,0.57443,0.27409,252.08,0
0.12693,0.17502,0.23984,2.3704,0.30391,0.1583,0.90448,0.1583,1.2441,0.821,4.7343,7.4577,0.821,2.3704,0.17502,13008,0
0.005235,0.8893,0.15791,1.2351,0.30238,0.018653,0.027765,0.018653,0.044601,0.061389,4.0617,2.8453,0.27889,0.93299,0.6718,1820.2,0
0.005211,0.50509,-0.09201,0.75493,0.021037,0.005846,0.015571,0.005846,0.034064,0.40393,5.9233,0.50678,0.53358,0.56115,0.37544,-77114,0
-0.018177,0.1135,0.10856,1.9564,0.004209,-0.017925,-0.15792,-0.017925,0.37679,0.6313,4.6234,9.7536,0.6313,1.9564,0.1135,4560.9,0
0.009928,0.30102,0.017986,1.1936,0.009928,0.017252,0.18574,0.017252,0.17286,0.57319,4.0078,12.088,0.78132,0.36832,0.092886,183.11,0
0.000326,0.27483,-0.029188,0.86701,0.060848,0.000503,0.00229,0.000503,0.17786,0.69312,4.5791,4.0687,0.74848,0.69238,0.21947,-1107.5,0
0.005387,0.28732,0.046764,1.2586,0.0315,0.009956,0.055047,0.009956,0.17193,0.63522,4.3951,5.5221,0.74168,0.79222,0.18086,1161.6,0
0.043617,0.11217,-0.061332,0.45324,0.1234,0.053148,0.4738,0.053148,0.8489,0.79264,4.0606,5.3797,0.79264,0.45324,0.11217,-705.17,0
0.013361,0.26198,0.003814,1.0157,0.028652,0.026319,0.10856,0.026319,0.35572,0.69293,4.1039,4.5631,0.71248,0.93992,0.24243,48.44,0
0.10168,0.2937,0.62771,3.1372,0.21728,0.12901,0.43925,0.12901,0.4718,0.66168,5.5981,6.0206,0.66168,3.1372,0.2937,248820,0
0.10591,0.36763,-0.003211,0.98819,0.11874,0.13137,0.48333,0.13137,0.48559,0.59962,5.276,5.178,0.69545,0.73059,0.2718,-606.24,0
0.11535,0.24393,0.13886,1.5693,0.11535,0.11535,0.47288,0.11535,0.58405,0.75607,4.1359,4.3016,0.75607,1.5693,0.24393,1899,0
0.02429,0.72137,-0.001828,0.99719,0.059268,0.03039,0.046774,0.03039,0.10812,0.22146,4.7093,2.1527,0.29311,0.89813,0.64971,-93.63,0
0.017648,0.51421,0.17057,1.3317,0.06128,0.024625,0.047889,0.024625,0.13068,0.39916,4.7009,3.0701,0.39916,1.3317,0.51421,8567.3,0
0.006096,0.65099,0.001038,1.0019,0.004412,0.006096,0.011116,0.006096,0.017747,0.26081,4.6411,1.0422,0.36083,0.844,0.5484,45.444,0
0.096229,0.054586,0.16012,3.9334,0.21639,0.096229,1.7629,0.096229,3.7806,0.89585,4.1869,4.5179,0.89585,3.9334,0.054586,2462.4,0
0.016762,0.60517,-0.025181,0.94178,-0.04271,0.016762,0.038757,0.016762,0.034564,0.33475,4.6605,2.6644,0.52896,0.67306,0.4325,-1152.2,0
-0.049054,0.80545,-0.1741,0.78385,-0.26835,-0.050581,-0.062798,-0.050581,-0.026193,-0.18914,5.4781,1.8348,-0.18914,0.78385,0.80545,-52352,0
0.011961,0.66481,-0.046735,0.86068,0.052343,0.011961,0.035656,0.011961,0.099182,0.31828,3.8584,2.6053,0.50961,0.43427,0.33544,-337.33,0
-0.032725,0.70292,-0.14631,0.71121,-0.054209,-0.032725,-0.064594,-0.032725,0.17975,0.14775,4.3754,1.1109,0.47806,0.51261,0.50663,-3472.5,0
0.17345,0.69094,0.10659,1.7948,0,0.17433,1.3,0.17433,0.31639,0.30806,5.0419,4.6715,0.8153,0.34835,0.1341,11739,0
-0.17868,0.69693,-0.26332,0.52672,-0.60803,-0.17163,-0.30847,-0.17163,-0.16823,0.24501,4.6616,2.9976,0.38555,0.4205,0.55638,-12080,0
0.012432,0.19466,0.063256,1.4116,0.041465,0.021417,0.13937,0.021417,0.4953,0.65326,4.8936,8.2864,0.69426,1.1143,0.15367,4951.3,0
0.16679,0.6643,-0.31749,0.44566,0.22611,0.20156,0.35193,0.20156,0.42085,0.3244,6.3761,0.87513,0.42726,0.38423,0.57274,0.44566,0
0.25594,0.18603,0.42418,3.4593,0.62049,0.31571,1.8304,0.31571,1.9697,0.72469,5.4951,6.3918,0.73824,3.2073,0.17248,132630,0
0.087434,0.58796,0.017832,1.0612,0.31653,0.087434,0.30018,0.087434,0.20445,0.31809,4.605,4.8947,0.61478,0.52572,0.29127,718.18,0
0.60841,0.19356,0.76188,5.8827,0,0.60841,3.8991,0.60841,3.2279,0.60841,3.8066,6.8347,0.84396,4.7424,0.15604,4881.2,0
0.41224,0.47716,0.34395,1.7517,0,0.41224,0.90091,0.41224,0.98967,0.41224,3.6494,5.1852,0.52284,1.6798,0.45758,1534.2,0
0.026689,0.84946,0.10008,1.1455,-0.10175,0.051293,0.074591,0.051293,0.094256,-0.056714,3.3798,5.1492,0.15054,0.92734,0.68766,240,0
0.07891,0.69406,0.34222,1.6184,0,0.10285,0.18584,0.10285,0.25182,0.07891,2.9449,5.4247,0.30594,1.2904,0.55341,301.48,0
0.040958,0.72301,-0.14959,0.57638,0,0.10207,0.28905,0.10207,0.21356,0.14487,3.578,3.1388,0.64679,0.2815,0.35312,-566.13,0
0.025399,0.27698,0.32324,2.2015,0.19946,0.030742,0.11427,0.030742,0.22758,0.6776,4.4243,3.9588,0.68554,2.1384,0.26904,8587,0
0.065792,0.46809,0.34508,1.7554,0,0.087438,0.19141,0.087438,0.25337,0.52452,5.0921,2.0965,0.53539,1.7131,0.45681,42658,0
0.13873,0.65187,0.11044,1.2562,0,0.13873,0.32181,0.13873,0.21282,0.33843,3.7125,4.2026,0.56889,0.83076,0.43111,569.62,0
0.03509,0.61646,0.16053,1.2669,0,0.06906,0.11484,0.06906,0.16039,0.26859,3.8983,3.7668,0.38354,1.2359,0.60136,1270.1,0
-0.071036,0.12728,0.51583,5.0525,0.010745,-0.068261,-0.53628,-0.068261,-0.066049,0.8077,4.3117,12.605,0.8077,5.0525,0.12728,10574,0
-0.12513,0.77523,-0.20785,0.72859,-0.10674,-0.11809,-0.1542,-0.11809,-0.049329,0.13304,3.0429,5.7776,0.23419,0.71974,0.76581,-229.43,0
0.23233,0.3459,0.58473,4.0567,0.37589,0.2288,1.1961,0.2288,0.80393,0.63676,3.9747,15.258,0.78129,2.2435,0.1913,5516.8,0
0.27815,0.62623,0.34485,1.7306,0,0.34694,0.73506,0.34694,0.59277,0.32669,3.7073,3.5206,0.37377,1.3044,0.47199,1757.8,0
-0.031962,0.81957,-0.49304,0.39842,0.13714,-0.035328,-0.043105,-0.035328,0.11669,0.15397,4.4014,3.1122,0.15397,0.39842,0.81957,-12425,0
0.22498,0.45494,0.35625,1.7831,0.22498,0.22498,0.49452,0.22498,0.5428,0.51592,4.0143,1.99,0.51592,1.7831,0.45494,3681.5,0
0.071261,0.34368,0.12137,1.3531,0.52418,0.089776,0.26122,0.089776,0.47149,0.65521,4.2837,8.5012,0.65521,1.3531,0.34368,2332.4,0
0.014221,0.37509,0.02789,3.0164,0.043913,0.016997,1.2288,0.016997,0.22873,0.62415,3.9967,10.646,0.98541,0.11123,0.013832,276.77,0
0.14815,0.49034,0.089125,1.5043,0,0.18409,1.0416,0.18409,0.37544,0.50156,3.7995,5.7571,0.82259,0.54221,0.17674,561.75,0
0.45427,0.034093,0.85961,26.214,0,0.45427,13.325,0.45427,13.337,0.45427,3.5865,15.365,0.96591,26.214,0.034093,3317.7,0
-0.070347,0.19781,0.30346,2.5341,-0.083871,-0.071477,-0.36134,-0.071477,-0.041291,0.80198,3.4949,10.384,0.80198,2.5341,0.19781,948.5,0
0.07698,0.33915,0.37705,2.3341,-0.13181,0.080443,0.28462,0.080443,0.32265,-0.034749,4.8109,2.0275,0.67535,1.9451,0.28263,2.3341,0
0.24697,0.6732,-0.14817,0.75895,0.018848,0.31429,0.51131,0.31429,0.52407,0.30829,3.7326,2.1994,0.38533,0.69297,0.61467,-800.43,0
0.089021,0.84597,0.19027,1.235,0,0.10766,0.13295,0.10766,0.12779,0.14469,3.7288,1.3138,0.19027,1.1821,0.80973,1018.9,0
0.1829,1.1033,-0.2252,0.77181,-0.48226,0.1829,0.18533,0.1829,0.20197,-0.29935,3.6737,2.4309,0.004723,0.69042,0.98692,-1062.3,0
0.38482,0.026213,0.87553,34.401,0,0.47514,18.126,0.47514,18.175,0.96191,4.1014,101.31,0.97379,34.401,0.026213,11059,0
-0.010573,1.9479,0.32544,1.5328,-0.12004,-0.016516,-0.02704,-0.016516,0.002806,-1.0065,3.8033,4.5182,0.33065,0.48063,0.61078,2068.8,0
0.074528,0.31663,0.67298,4.0271,0,0.085007,0.38236,0.085007,0.33799,0.19841,3.7716,5.8,0.7698,2.8276,0.22232,3977.2,0
-0.071813,0.78141,0.13678,1.1797,0,-0.07131,-0.093669,-0.07131,-0.045993,0.2138,4.1306,3.3116,0.23434,1.1493,0.7613,1847.5,0
0.019585,0.48434,0.38331,3.153,0,0.019585,0.11001,0.019585,1.1952,0.50304,3.8019,1.0043,0.77204,1.159,0.17803,2429.2,0
0.22879,0.16947,0.46999,3.7734,0,0.28328,1.6716,0.28328,1.8321,0.74927,3.775,12.109,0.83053,3.7734,0.16947,2799.3,0
0.01706,0.95041,0.004577,1.0049,0,0.01706,0.018201,0.01706,0.038141,0.044149,3.9723,2.2551,0.049585,0.99103,0.93731,42.937,0
0.098689,0.34867,0.46416,2.3313,0,0.12223,0.35057,0.12223,0.39698,0.63611,3.8344,7.3723,0.65133,2.3313,0.34867,3170.4,0
0.2575,0.35839,0.60709,2.8602,0,0.2575,0.78902,0.2575,0.71851,0.61635,3.2965,5.8285,0.64161,2.6046,0.32636,1201.7,0
-0.33941,0.64163,0.1667,1.2598,0,-0.33941,-0.52897,-0.33941,-0.40988,0.31381,3.0501,12.721,0.35837,1.2598,0.64163,187.08,0
0.416,0.81121,-0.11654,0.74834,0,0.416,0.89832,0.416,0.63697,0,3.7123,3.7368,0.53691,0.42719,0.46309,-600.88,0
0.11562,0.3829,0.50278,2.321,0,0.14674,0.38554,0.14674,0.4337,0.59745,3.4847,3.4854,0.6171,2.3071,0.38061,1535,0
0.13591,0.10197,0.70878,7.9742,0,0.13591,1.3373,0.13591,6.7896,0.86711,3.9918,6.7503,0.89803,7.9475,0.10163,6955.4,0
0.11679,0.60743,0.099322,1.2059,0.21331,0.14706,0.30488,0.14706,0.30641,0.36391,5.2112,2.2914,0.48898,0.95761,0.48235,16153,0
0.08525,0.51661,0.025489,1.0737,0.088899,0.08525,0.24647,0.08525,0.31579,0.41672,4.3121,2.4027,0.58745,0.71886,0.34588,522.93,0
-0.010451,0.94938,-0.10703,0.88622,-0.35644,-0.010451,-0.011111,-0.010451,0.024793,0.020312,3.2174,2.8552,0.050619,0.87803,0.94061,-176.57,0
0.15425,0.38495,0.090055,1.2925,0,0.15425,0.50097,0.15425,0.81242,0.15425,3.5168,8.1838,0.68985,1.0338,0.3079,296,0
0.26236,0.59077,0.060225,1.1097,0,0.26236,0.47799,0.26236,0.58104,0.10908,3.3745,2.8799,0.44942,1.0311,0.54889,142.67,0
0.06838,0.21726,0.52958,3.4375,0.56208,0.087294,0.40179,0.087294,0.66071,0.64403,3.3143,11.346,0.78322,3.4375,0.21726,1092,0
0.081031,0.63275,0.13411,1.2947,0.1764,0.10198,0.22413,0.10198,0.23578,0.31412,4.2606,4.166,0.49185,0.93107,0.45502,2443.9,0
0.18625,0.48655,0.44824,1.9457,0,0.18625,0.39294,0.18625,0.55826,0.22974,3.6932,3.3714,0.51345,1.8954,0.47398,2211.9,0
0.084117,0.42866,0.098433,1.3495,0,0.084117,0.29865,0.084117,0.27096,0.56134,3.699,2.0997,0.62273,0.88669,0.28166,492.23,0
0.92877,0.29056,0.33409,2.2313,0,1.1713,4.3167,1.1713,4.5253,0.66761,3.2477,11.383,0.70944,2.0837,0.27134,591,0
0.063078,0.71875,0.065595,1.0913,0,0.079945,0.11123,0.079945,0.13418,0.25584,3.294,3.9212,0.28125,1.0913,0.71875,129.08,0
0.003931,0.98735,-0.012571,0.98725,-0.1015,0.003931,0.003986,0.003931,0.01985,-0.095813,3.4418,3.6602,0.013628,0.98619,0.98629,-34.77,0
0.012863,0.70592,0.29021,1.4114,0,0.012863,0.018234,0.012863,0.45078,0.20071,3.5821,0.5811,0.29408,1.4104,0.70543,1108.7,0
0.13135,0.3019,0.081795,1.2954,0,0.13135,0.47443,0.13135,0.52471,0.13135,3.8982,3.5607,0.6981,1.188,0.27686,647,0
0.053423,0.17687,0.69477,5.588,0,0.065266,0.43099,0.065266,0.59429,0.70351,3.6659,13.888,0.82313,4.7844,0.15143,3218.8,0
0.29439,0.27212,0.57114,3.0988,0,0.29439,1.0818,0.29439,1.1902,0.26316,3.5388,3.762,0.72788,3.0988,0.27212,1975,0
0.14659,0.43246,0.25914,1.7589,0.2972,0.18296,0.53584,0.18296,0.51306,0.46739,3.9495,5.0765,0.64423,1.3887,0.34144,2306.9,0
-0.19339,0.89979,-0.524,0.31367,0,-0.19339,-0.2533,-0.19339,-0.15198,-0.13286,3.2045,3.5453,0.20169,0.26615,0.76348,-839.06,0
0.009214,0.71965,0.12586,1.1858,-0.00159,0.011803,0.017426,0.011803,0.075499,0.1958,4.0729,1.7482,0.3207,1.116,0.67729,1.1858,0
0.11842,0.40466,0.28276,1.6988,0.23303,0.13948,0.3447,0.13948,0.51737,0.54759,4.2476,6.7724,0.54759,1.6988,0.40466,5001.1,0
0.028497,0.91816,0.012582,1.0139,-0.38876,0.040361,0.044454,0.040361,0.052487,-0.24794,3.8686,1.0405,0.081838,1.0025,0.90792,92.975,0
0.11144,0.18139,0.44493,4.1766,0,0.13075,0.93352,0.13075,0.93946,0.81588,3.9624,5.4711,0.81861,3.225,0.14006,4080.5,0
-0.017036,0.17095,-0.080461,0.46307,0.026762,-0.01286,-0.085816,-0.01286,-0.044814,0.71104,4.6758,0.78212,0.73214,0.40593,0.14985,-3814.4,0
0.043496,0.15395,-0.050194,0.67395,0.14513,0.057257,0.37193,0.057257,0.50053,0.72147,4.2369,2.863,0.72147,0.67395,0.15395,-866.14,0
-0.017735,0.22128,0.58867,12.86,-0.047849,-0.017622,-0.35504,-0.017622,0.17443,0.7736,4.5117,11.457,0.94524,2.8847,0.049635,19123,0
0.15153,0.74719,0.24159,1.3255,0,0.17997,0.24247,0.17997,0.24532,0.2398,4.1868,1.8696,0.25281,1.3167,0.74225,3714,0
0.14625,0.11382,0.37202,5.051,-0.5191,0.14625,1.5925,0.14625,2.9949,-0.23226,3.0493,44.559,0.88618,4.0753,0.091834,416.78,0
0.069064,0.59821,0.29542,1.774,0.1924,0.090726,0.2377,0.090726,0.21365,0.39314,4.8745,5.0679,0.60967,1.1319,0.38168,22127,0
0.047579,0.62165,0.37407,1.6066,0.24701,0.047579,0.077157,0.047579,0.089941,0.29459,3.378,3.0344,0.37835,1.5937,0.61665,893.23,0
0.17453,0.22205,0.22458,2.0114,0.16099,0.17453,0.78599,0.17453,0.99805,0.76858,4.2784,8.1311,0.76858,2.0114,0.22205,4263.6,0
0.036665,0.24586,0.61795,3.5276,0.087959,0.050787,0.20773,0.050787,0.29715,0.75311,4.2996,8.2033,0.75448,3.5078,0.24449,12317,0
0.10838,0.33117,0.47185,5.1444,0.11055,0.13027,1.1442,0.13027,0.5656,0.62232,4.4317,11.344,0.83964,1.7686,0.11385,12749,0
0.020248,0.50199,0.67705,4.6116,0,0.03529,0.18825,0.03529,0.099168,0.47374,4.1591,9.4056,0.80846,1.7222,0.18746,9766,0
0.35506,0.094662,0.8748,10.307,0,0.43697,4.6489,0.43697,4.7788,0.90125,4.0879,12.794,0.90534,10.234,0.093995,10710,0
0.027269,0.24688,0.61285,3.7935,0,0.042857,0.19535,0.042857,0.45053,0.7024,3.2948,9.4305,0.75312,3.371,0.21939,1208.3,0
-0.34703,0.70772,0.18096,1.2684,-0.069771,-0.34703,-0.51466,-0.34703,-0.49035,-0.90417,2.9363,8.1339,0.29228,1.2085,0.67429,156.28,0
