@relation cortex-nuclear

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute class {c-CS-s,c-CS-m,c-SC-s,c-SC-m,t-CS-s,t-CS-m,t-SC-s,t-SC-m}

@data
-5.735515,-3.408302,1.758529,-2.308403,3.514901,-1.545032,0.798401,0.603677,-0.345411,-0.587952,-0.55995,0.08417,-0.485309,0.207843,0.131955,0.971691,1.059857,1.774094,-0.306122,-0.00963,0.807634,0.498373,0.605089,0.591054,0.647486,-0.37999,-1.100742,t-CS-m
-6.469992,-3.670297,2.33106,-1.976626,3.837397,-1.231681,0.704451,0.668818,-0.377841,-0.972814,-0.246795,-0.472313,-0.410353,-0.06779,-0.019406,0.794547,0.816934,1.231104,-0.191827,0.575863,0.799616,0.561422,0.181216,0.558549,0.19882,-0.112519,-1.373085,t-CS-m
-6.10315,-3.331262,2.667669,-1.530303,3.901307,-1.134001,0.691335,0.689164,-0.732632,-1.116577,-0.493044,0.277969,-0.545657,-0.166062,0.065354,0.761539,0.990638,1.03618,-0.649207,0.111605,0.445174,0.502783,0.486851,0.330726,-0.145288,-0.235003,-1.127199,t-CS-m
-0.188483,-5.075628,-1.95153,-0.553203,0.019362,-0.302178,0.667055,-0.224102,-0.680459,-1.210603,0.251978,-0.251873,-0.089677,1.138622,1.452315,1.247022,0.340811,0.621321,0.560139,-0.645182,-0.251205,-0.029385,-0.346666,-0.188668,0.503389,-0.596031,0.710914,t-CS-m
-0.109474,-5.133603,-0.789281,0.088074,0.69058,-0.088732,0.915491,0.037949,-1.060744,-1.648801,0.504483,-0.242147,-0.20012,0.63745,0.976826,1.030486,0.341991,0.408154,0.532567,-0.437183,-0.063935,0.014402,-0.613448,-0.274092,0.462064,-0.582449,0.367478,t-CS-m
0.199453,-5.072022,-0.473823,0.237079,0.629897,-0.04843,0.811369,0.14524,-0.694063,-1.360059,0.241661,-0.478736,-0.154064,0.642672,1.125701,0.993853,0.093147,0.330688,0.533722,-0.651736,0.036756,0.125953,-0.588291,-0.351678,0.214301,-0.333925,0.146169,t-CS-m
-2.186746,-4.089698,-0.312489,-0.746437,1.196233,-0.040737,0.556476,0.052463,-0.639722,-1.214843,0.031609,0.048882,-0.109763,0.918616,1.443614,0.753138,0.259059,0.314817,0.474827,-0.224938,-0.056063,-0.244788,-0.495519,-0.063242,0.525171,-0.407218,0.583916,t-CS-m
-1.5387,-3.899231,0.431206,-0.383314,1.48385,0.172333,0.67117,0.134573,-1.027199,-1.264658,0.210968,0.214076,-0.082159,0.734224,1.222105,0.688442,0.158778,0.222693,0.45231,-0.315535,-0.217347,-0.105017,-0.913874,-0.078284,0.64374,-0.01174,0.447428,t-CS-m
-1.708445,-3.830063,0.947329,-0.135869,1.533298,0.243834,0.681746,0.231335,-0.678604,-1.450928,0.373511,0.059103,-0.052784,0.492577,1.111758,1.005964,0.23273,0.050679,0.366427,-0.49112,0.017571,0.094995,-0.890842,0.222964,0.366617,-0.089705,0.389352,t-CS-m
-3.523471,-2.793119,0.396059,-1.416688,1.326442,-0.166606,-0.04833,0.191733,-0.775263,-0.887857,-0.577362,-0.005128,-0.27906,0.787515,1.236656,0.581613,0.50688,0.250944,0.538293,-0.281179,-0.613109,-0.014914,-0.877295,0.045495,0.516024,0.010581,0.338151,t-CS-m
-4.586193,-3.053276,1.419406,-0.430469,1.954528,0.223296,0.287423,0.822874,-1.073388,-0.906278,-0.169551,-0.152353,-0.048582,0.765889,1.175768,0.436696,0.492617,0.199861,0.510749,-0.074022,-0.218626,-0.240352,-1.232125,-0.23616,0.571792,-0.306905,0.260368,t-CS-m
-2.980002,-3.128664,1.934476,-0.552335,1.821805,0.373606,0.242055,0.417864,-0.837711,-1.079775,0.101627,-0.240815,-0.375967,0.90453,1.062629,0.531638,0.400788,0.246039,0.730484,-0.479068,-0.245932,-0.246609,-0.863462,0.012833,0.673238,0.112783,-0.087825,t-CS-m
-7.48882,-2.989504,0.596661,-2.931939,0.538964,-0.221335,-0.596443,0.608296,-0.5877,-0.616725,-1.160661,-1.402357,-0.009645,0.228429,0.828549,0.425211,-0.256909,0.755138,0.670006,-0.366355,-0.372804,0.10241,-0.201938,-0.598716,-0.457167,0.194357,-0.527108,t-CS-m
-8.472844,-2.919543,-0.402306,-3.125117,-0.257694,-0.709382,-0.739326,0.383241,-0.424477,-0.291203,-1.829307,-1.617887,0.249699,0.366702,0.957604,0.703757,-0.011291,1.096663,0.805191,-0.686742,-0.537482,0.136296,-0.372855,-0.776475,-0.513781,-0.040151,-0.255406,t-CS-m
-6.982716,-2.891191,0.189388,-2.617268,0.533313,-1.281099,-0.537533,0.708195,-1.048035,-0.357751,-1.299153,-1.102213,-0.168934,0.761151,1.08268,1.024669,-0.010295,0.273666,0.740964,-0.101365,-0.438594,-0.216333,-0.299211,-0.473274,-0.056786,-1.029445,-0.293078,t-CS-m
-1.663033,-0.982544,2.37387,-3.894187,0.420342,-0.944885,-0.443225,-0.106666,-0.337401,-1.319887,-0.761728,-0.501206,0.396264,0.074622,0.771408,1.016247,-0.179096,0.424843,0.99976,-0.303311,-0.507711,0.226872,-0.080419,0.166523,0.079852,-0.23968,0.195352,t-CS-m
-8.734725,-1.84087,-0.281405,-3.190039,-0.709375,-0.76504,-0.819835,0.114885,-0.597808,-0.26402,-1.254681,-1.218408,0.053279,0.337449,0.195144,0.78881,0.285198,0.746756,0.442997,-0.586682,-0.544572,-0.141087,-0.331884,-0.412487,-0.058242,-0.076655,-0.196271,t-CS-m
-6.309316,-1.633185,0.071494,-3.391898,0.15201,-1.076042,-0.332334,-0.088177,-0.882965,-0.447125,-0.960436,-0.65965,0.125756,0.332096,0.976873,0.732889,0.430766,0.657225,0.819516,-0.689723,-0.443836,-0.451513,-0.311015,-0.075593,0.337294,-0.410972,0.178993,t-CS-m
-6.244436,-3.176837,-4.077377,1.0193,-1.517977,-1.689452,-0.836619,0.321494,2.267897,-0.152914,1.704704,0.129248,0.458995,0.724771,0.025625,0.697755,-0.432171,-0.339434,0.60487,0.456915,0.507421,0.617195,-0.286,-0.112611,0.399302,0.026411,0.725803,t-CS-m
-5.741031,-2.901664,-3.672655,1.028826,-1.109117,-1.978889,-0.580687,0.355514,1.87334,-0.029816,2.014121,0.039321,0.265779,0.557444,-0.005758,0.872092,-0.54492,-0.650314,0.783141,0.324693,0.600593,0.53,-0.357025,-0.066119,0.723936,-0.431902,0.760825,t-CS-m
-4.671393,-2.841385,-3.796412,0.865074,-1.078672,-2.366375,-0.391805,0.139308,1.685157,-0.127075,2.083352,0.128287,-0.156729,0.745622,0.242052,1.190158,-0.495243,-1.148331,0.838336,0.720906,0.432286,0.55063,-0.210046,-0.152173,0.98608,-0.449976,0.845995,t-CS-m
-8.156732,-2.286911,-3.355822,0.520664,-1.664982,-1.674717,-1.06655,0.333985,2.462543,-0.104242,1.20461,0.052421,0.281961,0.838118,-0.17732,0.617857,-0.464289,0.017613,0.297876,0.479569,0.496895,0.508497,-0.362637,-0.223179,0.395327,0.04563,0.483737,t-CS-m
-7.273361,-1.942238,-3.126672,0.681751,-1.206468,-1.871123,-0.848615,0.336101,1.823164,0.034941,1.642271,0.31223,0.117836,0.73997,-0.194612,0.698605,-0.233273,-0.29046,0.360877,0.397346,0.332714,0.47384,-0.397338,-0.331708,0.65708,-0.186218,0.540481,t-CS-m
-5.677405,-1.661654,-2.89777,0.568728,-0.968743,-2.220954,-0.569396,0.001588,1.647991,-0.229625,1.834147,0.481562,-0.006877,0.796997,-0.031642,0.949646,-0.216395,-0.316283,0.587999,0.862041,0.464162,0.324455,-0.446966,-0.21137,0.948392,-0.324783,0.508916,t-CS-m
-9.584057,-1.120311,-2.549736,0.088802,-1.676705,-2.082154,-1.413908,0.234265,1.918279,-0.203553,1.198568,0.082294,0.048092,0.913908,-0.685838,0.109038,0.506324,-0.060969,0.058214,0.824457,0.19247,0.31626,-0.53146,-0.295634,0.261191,0.168203,0.276355,t-CS-m
-7.610013,-0.682742,-2.144984,-0.033772,-1.486534,-2.251664,-1.251925,0.070178,1.717919,-0.62933,1.564631,0.06803,-0.435457,1.024692,-0.616709,0.423981,-0.09756,-0.14436,0.373604,0.49004,0.372591,0.584487,-0.645568,-0.580234,0.554433,-0.197583,0.241946,t-CS-m
-6.91593,-0.496558,-2.2728,-0.129795,-1.071123,-2.759018,-0.989282,0.078314,1.418339,-0.656084,1.910336,0.405985,-0.592145,0.664216,-0.543813,0.504143,-0.055725,-0.395601,0.121089,0.492107,0.305105,0.602279,-0.560901,-0.414776,0.788307,0.100421,0.20494,t-CS-m
-8.209176,0.566557,-1.007041,-1.066947,-2.381434,-2.567513,-1.664782,-0.250838,1.862076,-1.024211,0.969865,0.169055,-0.545447,0.00357,-0.775816,0.033215,0.217771,0.539623,-0.029487,0.189135,-0.072168,0.176987,-0.781612,-0.146005,0.384346,0.394467,-0.220139,t-CS-m
-6.27894,0.860166,-1.049274,-1.067422,-2.330109,-2.725454,-1.542282,-0.45506,1.676552,-1.230728,1.70388,0.376859,-0.638104,0.924234,-0.521656,0.155944,0.558772,0.186488,0.144611,1.070505,0.389214,0.058863,-0.497645,-0.412904,0.458475,-0.036235,-0.471923,t-CS-m
-6.115937,1.225136,-1.530244,-0.848291,-1.692134,-3.041088,-1.610244,-0.646189,1.004418,-1.102993,1.710089,1.041435,-0.511847,0.976173,-0.870935,0.153257,0.766972,0.008366,-0.207146,0.853288,-0.08873,0.309513,-1.036879,-0.873489,0.598738,-0.012383,-0.266799,t-CS-m
-7.2389,1.997353,0.054568,-1.277607,-3.526787,-2.770263,-2.146852,-0.579984,1.178752,-1.308082,0.984481,0.580059,-1.264597,0.183707,-1.554485,0.005592,0.462421,0.570976,-0.138965,0.774954,-0.499837,0.018768,-0.972233,-0.223931,0.586821,-0.222286,-0.364689,t-CS-m
-5.827698,2.219586,-0.728031,-1.790889,-3.453423,-3.166157,-2.351667,-1.035121,1.566873,-1.606524,1.073504,0.468673,-1.170173,0.139319,-1.116771,0.144929,0.978633,0.275099,-0.010736,0.696513,-0.793602,-0.207674,-1.278407,-0.161699,0.456795,0.178369,-0.420608,t-CS-m
-5.501783,2.04721,-0.004104,-1.409132,-2.530461,-3.128106,-1.998279,-0.924135,1.237895,-1.686902,1.289145,0.738619,-0.803092,0.260388,-1.276745,0.124882,0.709996,0.299465,-0.088519,0.947157,-0.229654,0.354359,-1.308677,-0.061998,0.01233,-0.192024,-0.249885,t-CS-m
-3.010506,-5.069884,-0.590581,3.503454,0.012229,-2.358867,1.907616,-0.789873,0.77766,0.142965,2.793205,0.258935,0.621514,0.422583,0.224101,-0.247735,-0.104919,-1.464783,0.549357,0.457491,0.475127,0.547022,-0.179409,0.289494,0.033128,0.072851,1.007794,t-CS-m
-2.935884,-4.913859,-1.271958,2.989733,-0.907387,-2.476818,1.954583,-1.123141,0.504635,0.522024,2.597763,-0.795803,0.817065,0.277606,0.757495,0.01428,-0.225689,-0.924578,1.080018,0.311707,0.684999,0.371305,-0.611911,0.281342,0.039539,0.079644,0.448293,t-CS-m
-3.024797,-5.303989,-1.121513,3.178173,-0.878501,-2.337536,1.546422,-0.868297,0.900732,0.786995,2.348825,-0.484742,0.519031,0.692167,0.227276,0.138793,-0.326826,-1.018832,0.775886,0.416545,0.673644,0.548721,-0.015538,0.264355,-0.155394,0.058881,0.561528,t-CS-m
-4.516297,-3.479259,0.637898,3.1695,0.268113,-2.251632,1.347802,-0.380815,0.534706,-0.022673,2.622301,0.666373,0.863035,0.377968,0.294584,0.122721,-0.471438,-1.042565,0.437758,0.408725,0.342658,0.212457,-0.196257,0.161832,-0.054333,-0.123156,0.688683,t-CS-m
-4.177851,-3.403403,-0.303329,2.63325,-0.670593,-2.231413,1.153976,-0.83243,0.850206,0.507993,2.54095,-0.382756,0.745861,0.453664,0.628666,0.337841,-0.242981,-0.671381,0.664981,-0.178287,0.21632,0.34706,-0.559627,0.391829,-0.15123,0.383275,0.373678,t-CS-m
-4.705742,-3.648448,-0.428965,2.534827,-0.984151,-2.214522,0.845134,-0.771163,0.704346,0.521077,2.318493,-0.492496,0.766273,0.553835,0.418492,0.162866,-0.398226,-0.979982,0.674901,0.306587,0.403089,0.325047,-0.194637,0.306609,-0.28184,0.010141,0.319867,t-CS-m
-6.43112,-1.735457,1.689858,2.888123,0.340662,-2.090429,0.678061,-0.590761,0.177034,-0.134492,2.756702,0.555929,1.088719,0.582471,0.316123,0.533463,0.040708,-0.869668,0.982668,0.427315,0.145144,0.187783,-0.620577,0.520714,-0.438594,0.152592,0.248902,t-CS-m
-6.997778,-1.602538,1.017278,2.531901,-0.695872,-2.170661,0.694283,-0.925261,0.176428,0.329514,2.18703,-0.131657,0.989967,0.009913,0.737309,0.351513,-0.008242,-0.37194,1.026681,-0.062404,0.21966,0.102941,-0.324266,0.474118,-0.323995,0.248537,0.392704,t-CS-m
-5.979262,-1.673572,0.966765,2.402035,-0.904137,-2.189838,0.271909,-0.877642,0.147781,0.247023,2.16064,-0.02654,0.990551,0.388702,0.352968,0.217652,0.057973,-0.712868,0.900101,0.100251,0.074313,0.134969,-0.425954,-0.013551,-0.265805,0.188671,0.173483,t-CS-m
-6.76361,-0.013642,4.051862,3.332307,0.774083,-2.022646,0.860896,-0.247668,-0.627198,-0.265159,2.876166,0.866353,0.840411,-0.661774,-0.406641,0.562238,0.276742,-0.882932,-0.008046,0.178655,-0.011158,0.149277,-0.500741,-0.125988,-0.49885,-0.434865,0.174666,t-CS-m
-6.556271,0.494728,3.11695,2.678819,-0.467472,-2.311305,0.926798,-0.533016,-1.054217,0.065917,2.706347,0.219533,0.764706,-0.755479,0.414512,0.669431,0.218641,-0.494035,0.59378,0.055416,0.006806,0.110754,-1.058586,-0.097581,-0.341253,0.130919,-0.337354,t-CS-m
-6.188108,0.389787,2.804282,2.087895,-0.994096,-2.586918,0.627903,-0.73464,-0.439975,0.254958,2.519586,0.332153,0.828438,-0.92488,0.25135,0.811702,0.221028,-0.208281,0.756502,0.021852,-0.351726,-0.188989,-1.183511,0.24209,-0.20628,0.695172,-0.012189,t-CS-m
-9.175177,0.558176,4.156194,3.633507,-0.013561,-1.497739,0.242295,-0.242048,-1.225139,-0.14599,2.680827,0.857622,0.895136,-0.39546,-0.687051,0.548596,0.456409,-0.668671,-0.081164,-0.374614,-0.340244,0.238531,-0.194287,-0.133024,-0.987674,-0.354762,0.157524,t-CS-m
-8.169233,0.867715,3.617477,3.263693,-1.093785,-1.398264,0.664874,-1.456816,-1.276959,-0.146022,3.088703,0.128479,0.682973,-0.649381,-0.32011,0.675051,0.009934,-0.612702,0.3062,-0.739247,0.314944,-0.004014,-0.745063,0.022259,-0.355722,-0.339694,-0.162013,t-CS-m
-8.86088,0.660987,2.037099,2.868908,-1.924277,-1.483664,0.09722,-1.913285,-0.31411,-0.841321,2.653124,0.282221,0.505786,-0.042227,-0.310046,-0.091495,0.488132,0.171581,-0.044852,-1.376724,0.871711,0.432984,-1.52668,-0.274429,-0.756005,0.296673,-0.237479,t-CS-m
-1.482549,-6.256035,-0.568967,0.197448,-0.405982,-1.401382,1.719179,-2.522584,0.51771,-1.11183,0.367333,0.306645,-0.175714,0.093014,0.736748,1.146487,-0.435731,0.688797,-0.163947,-0.507599,0.365462,-0.788266,0.211185,0.285042,0.10247,-0.68059,0.306919,t-CS-m
-2.175676,-6.222245,-0.9917,0.432564,-0.605011,-1.310896,1.906302,-2.236076,0.380906,-0.917249,0.41742,-0.227095,-0.330641,0.20759,0.972258,0.922543,-0.458959,0.978514,0.090138,-0.355256,0.64873,-0.650251,0.263702,-0.217323,0.321919,-0.513571,-0.012162,t-CS-m
-2.788193,-6.730555,-1.249826,0.327888,-0.060728,-1.269087,1.890384,-2.302031,0.574865,-1.035645,0.326942,0.011088,-0.240878,0.2723,0.826389,0.657271,-0.242424,0.569779,0.232842,-0.455017,0.811413,-0.519668,0.297474,-0.171692,0.076136,-0.651174,0.146725,t-CS-m
-4.079437,-4.941052,-0.026182,0.352639,0.222171,-0.630447,1.335116,-2.365006,0.236315,-0.626733,-0.076822,0.532512,0.156441,0.773196,0.808239,1.208518,-0.451189,0.812775,-0.32055,-0.469032,0.525116,-0.893155,0.464791,0.268664,0.183298,-0.6482,0.296043,t-CS-m
-4.940119,-5.235977,-0.046993,0.444976,0.432953,-0.569111,1.50744,-2.194537,0.48502,-0.616446,-0.052316,0.387239,0.085084,0.376713,1.039876,0.817296,-0.310834,0.822563,-0.060685,-0.580583,0.433861,-0.913513,0.599648,0.112562,0.084902,-0.41918,0.113884,t-CS-m
-4.722075,-5.330521,-0.384225,0.069897,0.379045,-0.643493,1.457473,-2.338326,0.774346,-0.948704,-0.005155,0.277315,0.079098,0.753986,1.152094,0.70136,-0.30654,0.395974,0.169443,-0.420652,0.272625,-0.617736,0.45209,0.550087,0.046531,-0.468934,0.57455,t-CS-m
-5.836938,-4.434126,1.038399,0.249822,0.543336,-0.605368,1.181727,-1.959009,0.218169,-0.310342,-0.104428,0.607085,0.029549,0.561109,0.792603,1.079661,-0.086468,1.041903,-0.204522,-0.664596,0.333814,-1.131263,0.648647,0.25238,-0.067987,-0.555438,0.107671,t-CS-m
-6.877179,-4.207557,0.743204,0.533466,0.590063,-0.430676,1.202753,-2.031304,0.22242,-0.354019,-0.509635,0.268139,-0.019591,0.395371,0.649417,0.585917,0.169027,1.01625,-0.007744,-0.505296,0.059987,-0.784905,0.252844,0.290347,-0.047403,-0.244477,-0.048788,t-CS-m
-8.234036,-4.6003,-0.185207,0.206556,0.265593,-0.410186,0.9288,-1.736673,0.349494,-0.484642,-0.379444,0.002336,0.038582,0.458288,0.711962,0.509693,0.011927,0.715189,-0.129021,-0.514129,0.312755,-0.749438,0.44947,0.172402,0.225593,-0.614554,0.101026,t-CS-m
-7.229144,-2.993452,2.023052,0.402065,0.522344,-0.378145,0.985874,-1.675852,-0.45517,-0.329066,-0.034037,0.908,-0.037012,0.034708,0.268722,0.916251,0.265203,1.13945,-0.351353,-0.634701,0.029984,-0.619138,0.352043,0.281372,-0.715747,-0.327146,-0.160823,t-CS-m
-8.117488,-2.888846,1.510659,0.681083,0.349932,-0.418727,1.366645,-1.821139,-0.508043,-0.171137,0.0438,0.543192,0.034707,-0.013214,0.550992,0.794661,0.489712,1.456031,-0.2992,-0.407835,0.282417,-0.786854,0.400829,0.209915,-0.202142,-0.130025,-0.188697,t-CS-m
-9.511273,-3.582261,0.292088,0.281557,0.390524,-0.335246,1.131672,-1.843555,-0.173916,-0.110128,-0.378462,0.345075,0.28102,0.179085,0.624691,0.457973,0.166687,1.314471,-0.119441,-0.479848,0.217639,-0.531951,0.41977,-0.13281,-0.323557,-0.195423,-0.155193,t-CS-m
-9.486051,-1.422752,2.792986,0.55672,-0.323732,0.020223,0.821619,-2.335311,-0.713881,-0.017314,0.171238,0.45993,0.326853,-0.102188,-0.006952,0.66203,0.116338,1.122844,-0.481992,-1.434649,0.20073,-0.839959,0.776284,0.347024,-0.331936,-0.602197,-0.273652,t-CS-m
-10.518804,-1.262202,1.970556,0.434459,-0.721468,-0.224619,0.915516,-2.246035,-0.537447,0.227276,-0.062087,-0.102521,0.355026,-0.186032,0.118234,0.478295,0.681106,1.375372,-0.181756,-0.86483,0.620781,-0.596099,0.501015,0.603711,-0.717224,-0.680882,-0.192366,t-CS-m
-11.838884,-1.828239,0.950279,0.345268,-0.634021,-0.005674,0.699265,-2.079327,-0.5452,0.051123,-0.173707,-0.094707,0.289268,-0.070197,0.24004,0.079104,0.443127,1.178404,-0.294303,-1.216424,0.474271,-0.464755,0.350026,0.262638,-0.550612,-0.490153,-0.381522,t-CS-m
9.519172,-6.233666,1.926483,1.226589,0.228435,-1.25822,0.892888,0.128374,-0.175769,-1.627391,1.090404,0.787436,1.405013,-0.341104,0.109607,1.695318,1.206852,0.832306,0.131456,0.092332,0.281406,0.027372,-0.071827,-0.256506,0.122406,-0.229073,-0.146,t-CS-m
8.451863,-6.221551,1.097062,1.092073,-0.145072,-1.31159,0.898134,0.044129,-0.100369,-1.80624,1.120032,0.935359,1.631455,-0.148337,0.154991,1.402008,1.08514,0.716816,0.116183,0.235253,-0.00709,-0.093223,-0.277435,-0.383966,0.016028,-0.17938,-0.107935,t-CS-m
7.175355,-5.842993,0.812804,0.965611,0.006996,-1.384454,0.891002,-0.085497,-0.451759,-1.565861,1.428994,0.802389,1.560371,0.132741,0.100201,1.113915,1.197113,0.559654,-0.001799,0.299891,0.25576,-0.145925,-0.160169,-0.353122,-0.040495,-0.642293,-0.169898,t-CS-m
3.454285,-5.678884,1.502969,-0.198396,1.002617,-0.877092,-0.24266,0.295958,0.367654,-0.057051,0.211163,0.736774,2.004286,0.670231,0.503715,1.031399,0.364656,0.375597,-0.177057,0.286764,0.18694,-0.380851,-0.277722,-0.969673,0.523601,-0.077682,0.019523,t-CS-m
3.224278,-5.399747,1.904275,-0.22047,1.458391,-1.015082,-0.006543,0.35139,0.314796,-0.532241,0.490782,0.857889,1.883602,0.529164,0.800044,0.937172,0.568409,0.164668,0.009509,0.048812,0.413354,-0.197477,0.095951,-0.501687,-0.056413,-0.102668,-0.093543,t-CS-m
2.695347,-5.131375,1.465766,-0.520843,1.407911,-1.257827,-0.112544,-0.030344,0.231962,-0.789519,0.668347,1.019764,1.746668,0.538514,0.449416,0.735682,0.598635,0.27739,0.178945,0.181946,0.171846,-0.171979,-0.1387,-0.033564,0.093611,-0.090499,0.159927,t-CS-m
2.79004,-4.794257,2.968806,-1.091054,1.738942,-1.021309,-0.218999,0.754934,0.731452,-0.481454,0.027176,0.797577,1.435979,1.064727,0.705816,0.851841,0.128402,0.311985,0.062662,0.325282,0.147169,-0.399525,-0.030927,0.323337,-0.086067,-0.327787,-0.288296,t-CS-m
1.367239,-4.877133,2.059301,-0.964886,1.488788,-0.949967,-0.510665,0.718368,0.60939,-0.461075,0.1812,0.576645,1.782523,0.982031,0.979757,0.555525,-0.134152,0.241453,0.211939,0.148239,0.263301,-0.320118,-0.025384,-0.076821,-0.016595,-0.367515,-0.404964,t-CS-m
-0.387156,-4.977682,1.519324,-0.936242,1.53721,-0.761123,-0.444711,0.799747,0.39512,-0.34342,0.346974,0.468214,1.769729,0.829637,0.61458,0.767943,-0.030916,0.464558,0.002551,-0.258718,0.246285,-0.311579,0.172191,-0.005718,-0.006903,-0.519607,-0.374602,t-CS-m
-0.853121,-3.920332,3.441575,-1.201637,1.861885,-0.686174,-0.689551,1.251076,0.668917,-0.106873,-0.285346,0.527025,1.408291,0.420756,0.507183,0.601617,0.188947,0.484076,0.406066,-0.211318,-0.305338,-0.604297,-0.23652,0.310364,0.068229,0.236548,-0.435879,t-CS-m
0.481422,-3.708006,3.019695,-1.879777,1.851062,-0.797411,-0.66175,0.881843,0.586451,-0.399911,0.18783,0.715875,1.705162,0.791478,0.628989,0.217518,0.22996,-0.153122,-0.046625,0.150933,-0.127139,-0.548637,0.223275,-0.125511,0.083082,-0.168104,-0.456467,t-CS-m
-1.942519,-3.635259,2.35153,-1.470179,1.633227,-0.898657,-0.549257,0.875707,0.501989,0.053383,-0.049166,0.356687,1.702729,0.903152,0.568295,0.733093,0.196541,0.404019,-0.087323,-0.446117,0.075163,-0.347805,0.396571,0.253012,-0.1922,-0.635194,-0.223739,t-CS-m
-2.019584,-3.966946,3.425706,-1.393927,2.155869,-0.706344,-0.276935,1.143838,0.491053,0.060505,-0.160002,0.34765,1.571562,0.462543,0.622777,0.456768,0.211686,0.421952,-0.073162,-0.553557,0.460284,-0.33584,0.324951,-0.074002,-0.209068,-0.489517,-0.234537,t-CS-m
-1.468304,-3.667125,2.758352,-2.22237,1.53656,-1.19838,-0.765579,1.03746,0.694776,-0.028927,-0.312575,0.310407,1.503191,0.553056,0.492556,0.157936,0.179819,0.437914,-0.413083,-0.543576,0.036897,-0.238207,0.300023,-0.309813,-0.279926,-0.303955,-0.496498,t-CS-m
-1.983799,-3.410054,2.639188,-2.029575,1.325234,-0.957877,-0.650772,0.563617,0.666129,-0.166702,-0.352236,0.187355,1.579796,0.360924,0.319191,0.271521,0.285607,0.620718,-0.468769,-0.796729,-0.004383,-0.338383,0.068573,0.412793,0.061685,-0.881058,-0.506472,t-CS-m
6.832324,-4.533251,1.538409,-0.202132,0.315543,1.183842,1.051179,0.591981,0.93936,-0.206677,0.631515,0.834246,-1.573479,-0.396627,0.099232,1.139654,-0.414113,0.831965,-0.714658,0.188107,-1.054038,-0.030776,-0.567472,-0.756562,-0.761177,-0.256198,0.772222,t-CS-m
5.520102,-4.432093,0.531721,-0.570935,0.165171,0.985028,1.120251,0.339918,0.781371,-0.164248,0.727752,0.772246,-1.329517,-0.34613,0.152847,0.872607,-0.270852,0.879751,-0.888871,0.140696,-1.116024,0.066999,-0.732828,-0.935231,-0.762144,-0.31783,0.757256,t-CS-m
5.889146,-4.165283,0.374165,-0.931812,-0.451931,0.991871,0.982933,-0.055258,0.98646,-0.100804,0.875027,0.559541,-1.391904,-0.204391,-0.077244,0.682986,-0.196116,1.075985,-0.938679,0.013973,-1.185769,0.000822,-0.599308,-0.846294,-0.609331,-0.674408,0.825547,t-CS-m
1.457282,-3.313466,1.472114,-1.722161,0.871712,1.910433,0.038643,0.511872,0.837412,0.76252,-0.156684,0.773116,-1.033211,0.227474,0.308252,0.351369,-0.315412,0.676489,-0.800598,0.269479,-0.864306,0.176591,-0.599547,-1.001573,-0.771129,0.744314,1.250031,t-CS-m
0.99925,-3.210616,1.527236,-1.757845,1.244363,1.750611,0.321015,0.32345,0.71095,0.548365,0.451726,0.963756,-1.212558,-0.05432,0.311659,0.342669,-0.460103,0.472468,-0.80551,0.163608,-1.015126,0.143963,-0.649948,-0.803169,-0.891047,0.570391,1.023765,t-CS-m
0.018125,-3.125405,1.166799,-2.00334,0.571454,1.647927,0.21184,0.052119,0.663072,0.640672,0.232605,0.587307,-1.136136,-0.097016,0.082113,0.157686,-0.538246,0.919634,-1.042435,0.166002,-0.81484,-0.092305,-0.728474,-0.721484,-0.618732,0.17928,0.95093,t-CS-m
-0.884843,-2.930239,2.41761,-1.708125,1.487151,1.497194,0.088906,0.681683,0.935829,0.933862,-0.154573,0.879932,-1.346988,0.314391,-0.020498,-0.00213,-0.230911,0.60993,-1.03978,0.298801,-0.972215,-0.204029,-0.82165,-1.070964,-0.438716,0.951783,0.821803,t-CS-m
-1.291357,-2.825682,2.014015,-1.962119,1.178665,1.375448,-0.196111,0.610053,0.864941,0.952544,-0.142195,0.741247,-1.360096,0.058159,0.140266,-0.185048,-0.174128,0.740459,-0.922404,0.223678,-1.120709,-0.145262,-0.908736,-0.712381,-0.692555,0.633175,0.898573,t-CS-m
-2.392988,-2.569361,1.383225,-1.956059,0.544805,1.272708,-0.061169,0.24295,0.740486,1.036431,-0.077633,0.674122,-1.302207,0.141712,-0.125133,-0.161296,-0.376542,0.927852,-1.077481,0.20186,-1.125162,-0.140232,-0.784111,-0.806805,-0.398973,0.408125,0.621068,t-CS-m
