@relation 'biodegradation-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11,22-weka.filters.unsupervised.attribute.Remove-R2-weka.filters.unsupervised.attribute.Remove-R3,14,21'

@attribute x1 numeric
@attribute x3 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x16 numeric
@attribute x18 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x24 numeric
@attribute class {RB,NRB}

@data
4.732,46.2,1,0,0,3.796,0.875,9.579,1.016,1.1,1.351,2.194,0,0.854,0,1,6.88,0,NRB
4.619,45.5,2,0,0,4.594,2.305,9.896,1.021,1.098,1.412,2.208,0,4.243,0,0,10.695,0,NRB
4.807,43.8,1,0,0,3.297,0.881,9.833,1.012,1.113,1.296,2.246,0,1.06,0,1,3.921,0,NRB
4.807,46.2,1,0,0,3.462,0.881,9.833,1.048,1.103,1.317,2.246,0,1.06,0,1,4.009,0,NRB
4.807,46.2,1,0,0,4.264,0.881,9.833,1.034,1.088,1.415,2.246,0,1.06,0,1,6.892,0,NRB
4.912,46.2,1,0,0,3.462,0.881,9.863,1.048,1.103,1.318,2.264,0,0.95,0,1,4.068,0,NRB
4.912,46.2,1,0,0,3.462,0.881,9.863,1.048,1.103,1.317,2.264,0,0.95,0,1,4.032,0,NRB
4.807,46.2,1,0,0,3.462,0.881,9.833,1.048,1.103,1.318,2.246,0,1.06,0,1,4.05,0,NRB
4.732,46.2,1,0,0,3.462,0.881,9.803,1.048,1.103,1.328,2.236,0,0.95,0,1,3.998,0,NRB
5.071,40,3,2,0,3.715,1.124,10.277,1.1,1.123,1.261,2.353,20.509,1.513,2,1,4.076,1,NRB
4.562,48.3,1,0,0,3.609,0,10.054,0.983,1.107,1.296,2.194,0,4.13,0,0,3.587,0,NRB
4.962,54.2,1,0,0.075,3.579,0.544,10.193,0.989,1.095,1.313,2.307,11.846,2.627,0,0,3.755,0,NRB
4.641,57.1,0,4,0,3.292,1.261,9.714,1.006,1.101,1.35,2.214,0,1.783,2,0,3.726,2,NRB
5.267,57.1,0,4,0,4.005,1.197,10.51,1.099,1.085,1.402,2.438,0,1.254,2,0,4.254,2,NRB
4.869,36,2,4,-0.393,3.83,1.831,10.363,1.037,1.135,1.25,2.296,11.353,3.18,3,1,4.051,2,NRB
5.387,44.2,5,6,-0.656,4.622,0.824,11.344,1.056,1.108,1.296,2.42,35.742,5.31,4,3,4.741,2,NRB
4.994,37.5,2,1,-0.425,3.582,1.805,10.269,0.995,1.132,1.221,2.322,11.111,2.668,0,1,3.713,1,NRB
4.975,37.9,2,1,-0.432,3.525,1.733,10.222,0.998,1.132,1.222,2.311,11.023,2.571,0,1,3.713,1,NRB
4.872,47.4,2,5,0,3.533,1.604,10.05,1.033,1.118,1.275,2.294,19.925,2.223,4,0,3.783,2,NRB
4.499,33.3,0,0,0,2.843,1.125,9.311,0.961,1.138,1.199,2.136,0,1.481,0,0,3.15,0,NRB
4,33.3,0,0,0,2.565,0,8.623,0.961,1.138,1.167,2,0,0.667,0,0,3.003,0,NRB
4,37.5,0,0,0,2.618,0,8.623,0.964,1.13,1.226,2,0,0.667,0,0,3.175,0,NRB
5.236,33.3,0,0,0,5.031,0.799,10.434,1.043,1.091,1.534,2.414,0,0.873,0,0,6.951,0,NRB
4.414,33.3,0,0,0,2.995,0.802,9.183,0.979,1.135,1.23,2.101,0,0.975,0,0,3.658,0,NRB
4.814,33.3,0,0,0,4.816,0.827,10.135,0.999,1.112,1.457,2.247,0,1.244,0,0,6.915,0,NRB
5.401,34.6,1,0,0,4.883,2.184,11.058,0.998,1.12,1.391,2.466,0,3.079,0,0,10.323,0,NRB
5.276,31,5,3,0,3.931,1.693,10.742,1.038,1.127,1.273,2.357,21.265,3.021,2,0,4.702,1,NRB
5.236,46.2,1,0,0,5.017,0.799,10.434,1.086,1.051,1.542,2.414,0,0.873,0,1,6.982,0,NRB
5.459,37.5,3,0,-1.093,3.762,1.162,11.1,0.993,1.13,1.233,2.467,11.22,1.737,0,2,3.883,0,NRB
5.295,35.7,4,0,-0.016,4.233,1.846,10.866,1.063,1.116,1.297,2.394,11.888,3.082,0,0,4.432,0,NRB
4.868,50,0,0,0,3.542,0.816,10.187,0.971,1.104,1.322,2.307,0,2.434,0,0,3.738,0,NRB
5.114,47.1,0,0,0,3.66,0.703,10.497,0.969,1.11,1.324,2.374,0,2.706,0,0,3.771,0,NRB
4.732,44.8,0,4,0,3.617,0.648,10.3,0.983,1.12,1.293,2.275,0,3.095,4,4,3.694,2,NRB
5.611,45,2,0,0,3.889,0.548,10.936,0.987,1.114,1.259,2.488,0,2.321,0,2,3.787,0,NRB
4.961,48.1,2,0,0,3.947,0.732,10.578,1.022,1.104,1.305,2.349,0,3.001,0,2,3.939,0,NRB
5.221,48.1,2,0,0,4.379,0.74,10.991,1.07,1.095,1.336,2.449,0,3.068,0,2,4.183,0,NRB
4.887,44.8,0,4,0,3.936,0.732,10.577,1.005,1.116,1.32,2.329,0,3.219,4,4,3.954,2,NRB
5.415,40.4,2,0,0,4.08,1.006,11.361,0.979,1.124,1.277,2.459,0,3.688,0,2,3.872,0,NRB
4.887,31.9,0,6,0,3.616,0.732,10.577,0.97,1.145,1.211,2.329,0,3.219,4,4,3.374,2,NRB
5.511,45.5,2,0,0,3.741,0.732,10.806,0.992,1.113,1.271,2.42,0,2.731,0,2,3.785,0,NRB
5.076,42,3,0,-0.185,4.049,2.094,10.679,0.989,1.121,1.25,2.372,12.363,5.623,0,1,3.827,0,NRB
5.656,45.7,3,0,-0.741,4.116,1.33,10.978,1.02,1.11,1.279,2.481,12.298,2.211,0,1,3.944,0,NRB
5.534,45.5,2,0,0,5.001,0.74,11.131,1.019,1.094,1.4,2.475,0,2.978,0,2,6.896,0,NRB
5.003,50,0,3,0,3.347,0.629,10.084,0.982,1.108,1.321,2.351,0,1.075,2,2,3.876,1,NRB
5.097,45.5,0,6,0,3.429,0.73,10.265,0.988,1.121,1.301,2.39,0,1.128,4,4,3.918,2,NRB
5.119,45.5,0,6,0,3.429,0.73,10.265,0.988,1.121,1.302,2.394,0,1.098,4,4,3.921,2,NRB
4.933,53.3,0,4,0,3.772,0,10.465,0.98,1.1,1.34,2.359,0,3.08,4,1,3.865,1,NRB
5.177,52.6,1,0,0,3.754,0.773,10.418,1.027,1.093,1.337,2.426,0,1.085,0,1,4.122,0,NRB
4.861,45.5,0,0,0,3.186,0,9.863,0.968,1.113,1.3,2.303,0,1.047,0,0,3.657,0,NRB
4.802,42.9,0,0,0,3.065,0,9.805,0.967,1.119,1.308,2.323,0,0.95,0,0,3.466,0,NRB
4.783,42.9,0,0,1.669,3.072,1.057,9.982,0.967,1.119,1.324,2.413,0,1.358,0,0,3.594,0,NRB
5,45.5,0,0,0,3.196,0,10.284,0.968,1.113,1.35,2.518,0,0.912,0,0,3.633,0,NRB
5.352,53.8,2,3,-0.309,3.801,0.682,10.784,1.011,1.099,1.298,2.518,24.44,1.322,2,2,3.966,1,NRB
4.88,50,2,0,0,3.578,0.673,10.289,1.003,1.104,1.277,2.316,0,2.38,0,2,3.767,0,NRB
5.393,47.4,0,0,1.199,3.776,0.662,10.741,0.969,1.109,1.317,2.366,0,3.601,0,0,3.697,0,NRB
5.124,42.3,4,0,0,4.148,0.596,11.063,0.996,1.12,1.234,2.437,0,3.93,0,0,3.882,0,NRB
4.835,53.8,0,4,0,3.666,0,10.423,0.982,1.099,1.354,2.417,0,2.345,4,1,3.942,1,NRB
4.802,39.1,2,9,-0.538,3.601,1.489,10.297,1.027,1.137,1.245,2.386,10.865,2.684,4,2,3.936,3,NRB
4.931,41.2,2,6,0,3.507,1.028,10.239,1.05,1.137,1.273,2.375,20.668,1.723,6,1,3.966,3,NRB
4.499,46.7,0,1,0,3.013,1.125,9.311,0.984,1.116,1.299,2.136,0,1.481,2,0,3.599,1,NRB
4.414,38.5,0,3,0,2.883,0.802,9.183,0.998,1.141,1.253,2.101,0,0.975,3,2,3.587,2,NRB
4.414,38.5,0,3,0,2.883,0.802,9.183,0.998,1.141,1.252,2.101,0,0.975,4,2,3.579,2,NRB
4.414,38.5,0,2,0,2.883,0.802,9.183,0.998,1.141,1.256,2.101,0,0.975,4,2,3.581,2,NRB
5.003,50,1,3,0,3.367,0.629,10.084,1.004,1.109,1.295,2.351,0,1.075,3,1,3.895,1,NRB
5.047,52.2,0,4,0,3.678,0,10.4,0.988,1.09,1.366,2.414,0,1.443,4,1,4.046,1,NRB
5.29,30,3,6,0,3.963,1.958,10.77,1.002,1.136,1.263,2.36,0,3.196,5,0,4.699,2,NRB
5,41.5,0,8,0.556,3.887,1.048,10.745,0.982,1.128,1.281,2.358,0,3.585,6,1,3.796,3,NRB
4.802,45,0,4,0,3.86,1.632,10.181,1.01,1.079,1.438,2.38,0,3.108,2,0,4.346,2,NRB
5.775,47.9,3,9,-0.314,4.579,0.42,11.693,0.992,1.111,1.286,2.666,13.296,3.124,8,1,4.026,2,NRB
4.837,28.1,0,13,0,3.665,1.621,10.229,0.996,1.153,1.232,2.307,0,2.315,3,2,3.939,5,NRB
4.985,50,0,3,0,3.49,0.569,10.158,0.98,1.107,1.313,2.327,0,2.096,2,2,3.765,1,NRB
4.971,52,0,0,0,3.837,0.648,10.338,0.998,1.095,1.352,2.322,0,2.758,0,0,3.926,0,NRB
3.618,44.4,0,0,0,2.816,0,8.412,0.983,1.083,1.476,2,0,0.579,0,0,4.034,0,NRB
5,25,0,0,0,3.224,0.722,9.657,1.078,1.135,1.366,2,0,0.8,0,0,4.227,0,NRB
5.345,32.7,8,0,-1.343,4.603,2.936,11.367,0.988,1.14,1.18,2.361,52.856,3.435,0,0,3.563,0,NRB
3.978,32.8,1,1,0,3.799,3.44,9.762,0.971,1.141,1.207,1.98,9.874,8.527,1,0,3.359,1,NRB
4.17,10,0,0,0.116,2.767,0.971,8.597,1.027,1.183,1.193,1.848,0,1.542,1,5,3.849,3,NRB
5.382,44.4,0,0,0,3.648,1.197,10.84,1.139,1.229,1.046,2.381,0,2.219,0,0,3.809,0,NRB
4.796,37.5,2,4,0,3.288,1.185,9.882,1.039,1.14,1.224,2.243,20.206,1.686,4,2,3.837,2,NRB
4.923,40,3,2,0,3.299,1.185,9.911,1.057,1.13,1.213,2.267,20.135,1.563,2,1,3.861,1,NRB
4.782,38.9,3,2,0,3.37,1.273,9.947,1.041,1.132,1.211,2.251,20.331,1.951,2,0,3.834,1,NRB
4.965,38.9,3,2,0,3.375,1.16,10.099,1.041,1.132,1.218,2.305,20.439,1.553,2,1,3.882,1,NRB
4.856,42.1,3,0,-1.05,3.735,1.662,10.15,1.061,1.115,1.249,2.281,10.157,2.83,0,1,4.009,0,NRB
5.372,34.5,2,3,0,3.649,2.108,10.403,1.001,1.129,1.249,2.327,23.192,3.163,2,1,4.705,1,NRB
5.516,41.4,2,4,0,3.872,0.732,10.806,1.012,1.118,1.29,2.426,24.454,2.676,4,4,4.738,2,NRB
4.862,37.5,1,5,-0.205,3.772,1.618,10.32,1.025,1.132,1.283,2.292,11.247,2.902,2,1,4.051,2,NRB
4.845,46.2,0,8,0,3.89,0.625,10.367,1.01,1.114,1.32,2.285,0,3.574,6,2,3.929,2,NRB
5.014,56.5,0,0,0,3.508,0,10.384,0.975,1.09,1.355,2.469,0,1.305,0,0,3.866,0,NRB
5.188,45,2,2,-1.233,3.998,1.274,10.841,1.082,1.116,1.287,2.497,23.37,2.276,3,0,4.257,1,NRB
5.715,43.3,2,6,-0.299,4.337,0.971,11.472,0.991,1.122,1.275,2.617,13.096,2.313,6,0,3.97,3,NRB
5.414,42.5,1,12,0,4.094,0.917,11.157,1.001,1.124,1.303,2.489,0,2.907,10,1,4.065,3,NRB
4.593,29.6,1,2,0,3.098,1.461,9.665,0.981,1.149,1.17,2.175,0,2.298,3,0,3.265,1,NRB
4.768,33.3,1,3,1.18,3.423,1.455,9.921,1.007,1.133,1.278,2.262,10.844,1.945,3,2,3.904,2,NRB
5.115,53.3,2,6,0.355,3.962,0.548,10.947,1.013,1.103,1.3,2.529,24.736,2.583,8,2,3.945,2,NRB
5.28,54.5,3,5,-0.647,4.44,0.636,11.127,1.022,1.092,1.327,2.551,25.24,2.585,4,1,6.881,1,NRB
5.054,42.9,2,16,0,4.393,1.709,10.966,1.032,1.128,1.289,2.374,21.618,5.285,14,0,4.09,6,NRB
5.003,37.1,7,15,-1.11,4.549,1.969,11.22,1.03,1.137,1.218,2.38,56.27,4.828,15,1,3.992,5,NRB
5.421,52.6,4,3,-0.848,4.52,0.638,11.207,1.025,1.097,1.305,2.558,25.591,3.126,2,3,6.879,1,NRB
5.468,50,6,8,-1.693,4.31,0.82,11.288,1.04,1.108,1.261,2.583,48.901,2.801,6,3,4.061,2,NRB
5.32,42.9,0,3,1.361,3.454,0.773,10.617,0.975,1.122,1.3,2.428,0,1.204,5,1,3.792,1,NRB
4,20,0,0,0,3.134,0.811,8.318,1.148,1.132,1.376,1.732,0,1,0,0,4.118,0,NRB
3.414,25,0,0,0,4.047,1,7.408,1.014,1.116,1.5,1.618,0,1.707,0,0,6.901,0,NRB
4.303,27.3,0,0,0,3.295,1.459,8.815,1.046,1.136,1.28,1.932,0,1.745,0,0,3.819,0,NRB
4.517,40,0,2,0,3.073,1.409,9.391,0.976,1.129,1.264,2.149,0,2.036,3,1,3.562,1,NRB
5.461,29.4,0,5,0,3.271,1.124,10.724,0.972,1.151,1.2,2.412,0,1.306,3,4,3.487,2,NRB
5.018,50,4,0,-1.992,3.746,1.125,10.568,1.035,1.104,1.254,2.396,21.451,2.158,0,2,3.919,0,NRB
4.802,43.8,0,4,0.682,3.385,0.664,10.012,1.003,1.109,1.351,2.364,0,1.146,4,2,3.945,2,NRB
5.014,57.1,0,0,0,3.647,0,10.384,0.981,1.075,1.419,2.469,0,1.305,0,0,4.345,0,NRB
4.303,30,0,2,0,2.965,0.862,9.067,1.016,1.133,1.35,2.115,0,0.956,1,2,4.123,2,NRB
5.697,41.4,3,6,-1.903,3.768,0.972,10.864,1.021,1.128,1.235,2.511,35.007,1.861,2,2,3.82,2,NRB
5.359,32,0,0,0,3.51,1.842,10.987,0.96,1.141,1.256,2.314,0,3.775,0,0,3.423,0,NRB
5,25,0,0,0,2.388,0.722,9.657,0.97,1.161,1.176,2,0,0.8,3,2,3.224,1,NRB
4.214,22.2,0,0,0,2.565,1.459,8.755,0.979,1.171,1.143,1.902,0,2.052,2,2,3.07,2,NRB
3.802,20,0,0,0,2.715,1.95,8.394,0.986,1.179,1.083,1.848,0,2.885,4,5,2.937,3,NRB
3.902,21.4,0,0,0,3.063,2.322,8.881,0.985,1.175,1.104,1.919,0,4.086,6,6,2.995,4,NRB
5.086,25,2,0,0,2.62,0.918,9.771,1.005,1.156,1.104,2.074,0,1.372,0,1,3.31,0,NRB
3.802,21.1,1,0,0,2.734,1.95,8.394,0.997,1.173,1.071,1.848,0,2.885,3,4,2.946,2,NRB
3.973,31.6,0,0,0,3.744,3.301,9.649,0.963,1.137,1.238,1.975,0,7.718,0,0,3.349,0,NRB
4.214,20,0,3,-0.197,2.752,1.459,8.755,1.041,1.199,1.171,1.902,0,2.052,0,4,3.496,4,NRB
4.5,31.3,0,0,0,4.566,3.777,10.56,0.963,1.133,1.271,2.121,0,7.395,0,0,4.527,0,NRB
5.259,23.1,4,0,0,3.375,1.868,10.091,1.014,1.149,1.165,2.236,11.347,1.836,0,0,4.415,0,NRB
5.236,17.6,4,0,0,3.144,1.406,9.967,1.041,1.155,1.136,2.189,10.653,1.309,0,0,4.421,0,NRB
5.271,30,4,0,0,4.187,2.826,10.853,0.978,1.142,1.194,2.298,13.429,3.847,0,0,4.416,0,NRB
5.262,30.5,0,0,0,3.88,2.733,10.387,0.962,1.135,1.299,2.257,0,3.441,0,0,4.278,0,NRB
4.807,36.8,0,5,0,3.099,0.881,9.833,0.986,1.14,1.254,2.246,0,1.06,4,4,3.709,2,NRB
4.807,40,0,3,0,3.087,0.881,9.833,0.976,1.129,1.288,2.246,0,1.06,2,2,3.704,1,NRB
4.83,41.5,0,4,0,3.819,1.039,10.623,0.977,1.126,1.287,2.311,0,3.774,4,0,3.718,2,NRB
4.882,39.1,2,2,-0.89,3.399,1.258,10.136,1.008,1.13,1.221,2.288,10.557,2.011,2,1,3.733,1,NRB
5.201,40,6,3,-3.157,3.707,1.254,10.498,1.092,1.129,1.174,2.404,42.199,1.609,2,2,3.94,1,NRB
5.489,37.8,12,0,-2.385,5.293,0.927,12.609,0.988,1.129,1.236,2.467,56.39,5.365,0,4,3.897,0,NRB
5.375,33.3,3,2,0,3.564,1.124,10.524,1.033,1.129,1.235,2.368,21.363,1.671,2,3,4.74,1,NRB
5.385,33.3,3,2,0,3.745,1.084,10.644,1.048,1.126,1.258,2.396,21.468,1.693,2,3,4.742,1,NRB
5.511,44.4,4,0,0,3.884,0.732,10.806,1.03,1.105,1.275,2.42,24.186,2.731,0,2,4.737,0,NRB
5.016,37.5,3,0,-0.589,3.389,0.799,10.366,1.012,1.13,1.195,2.441,22.204,1.197,0,0,3.686,0,NRB
4.694,32.5,0,6,0.902,3.673,0.5,10.219,0.975,1.137,1.228,2.236,0,3.872,4,2,3.856,2,NRB
5.665,51.4,0,0,0,4.052,0.432,10.89,0.976,1.085,1.424,2.49,0,1.839,0,0,4.433,0,NRB
5.307,52.2,1,0,0,5.701,0.719,11.156,1.089,1.03,1.583,2.485,0,3.176,0,0,6.99,0,NRB
5.493,40,3,0,0,4.889,0.97,12.308,0.974,1.125,1.283,2.525,0,3.898,0,3,3.956,0,NRB
5.511,48.4,0,4,0,4.328,0.541,11.432,0.973,1.108,1.315,2.431,0,5.586,4,1,3.805,1,NRB
5.645,48.3,3,0,-1.283,3.768,0.922,10.779,1.01,1.108,1.253,2.461,11.372,2.163,0,2,3.815,0,NRB
5.392,36.8,6,4,0,4.264,1.018,11.255,1.043,1.121,1.244,2.416,45.607,4.149,4,6,4.747,2,NRB
5.35,53.3,7,0,-5.135,4.7,0.899,11.524,1.062,1.092,1.297,2.522,49.639,5.027,0,2,4.18,0,NRB
5.995,39.1,4,0,-3.753,4.318,1.053,11.51,1.116,1.112,1.278,2.789,22.691,1.075,0,2,4.405,0,NRB
5.38,40,3,0,0.787,3.73,1,10.919,0.998,1.125,1.237,2.596,23.572,1.434,0,0,3.795,0,NRB
5.119,54.5,0,0,0,3.434,0,10.355,0.974,1.094,1.369,2.471,0,0.751,0,0,3.941,0,NRB
5.423,35.3,6,4,0,4.386,1.016,11.356,1.07,1.119,1.262,2.477,45.487,3.03,4,6,4.751,2,NRB
5.039,50,2,0,-0.79,3.589,1.217,10.309,1.003,1.104,1.29,2.376,10.612,2.131,0,1,3.879,0,NRB
5.369,37,2,3,-0.557,4.187,1.455,10.969,1.053,1.115,1.299,2.504,24.195,2.749,3,0,4.311,1,NRB
4.303,20,0,1,0,2.774,0.862,9.067,1.041,1.199,1.194,2.115,0,0.956,2,3,3.662,4,NRB
5.431,30,1,1,0,3.203,0.832,10.681,0.979,1.148,1.202,2.394,0,1.055,6,2,3.509,1,NRB
4.792,30,0,2,2.068,4.217,0.548,10.477,0.99,1.106,1.364,2.242,0,5.633,4,0,4.476,2,NRB
4,28.6,2,0,0,2.647,0,8.623,1.014,1.149,1.083,2,0,0.667,0,0,3.122,0,NRB
4.732,20,0,9,0,3.146,0.881,9.803,1.041,1.199,1.146,2.236,0,0.95,0,6,3.775,6,NRB
4.732,25,3,3,-2.406,3.185,0.881,9.803,1.107,1.177,1.126,2.236,30.54,0.95,0,3,3.632,3,NRB
5.493,38.1,6,15,-2.283,4.908,0.97,12.308,0.988,1.131,1.248,2.525,44.045,3.898,3,3,3.918,3,NRB
4.838,33.3,0,6,1.397,3.229,0,9.909,0.977,1.145,1.22,2.291,0,1.145,5,0,3.502,2,NRB
4.732,30,0,0,0,2.92,0,9.728,0.981,1.154,1.156,2.303,0,0.5,6,0,3.369,2,NRB
5.02,42.3,4,8,-1.023,4.241,1.776,11.051,1.004,1.123,1.267,2.392,45.646,4.905,6,2,3.834,2,NRB
5.013,42.4,5,14,-1.123,4.692,1.541,11.371,1.019,1.121,1.277,2.415,35.613,4.374,13,1,4.304,5,NRB
5.02,45.7,4,20,-2.182,4.79,0.774,11.501,1.018,1.118,1.289,2.393,49.391,7.983,18,2,4.005,6,NRB
5.126,47.2,3,11,0,4.103,0.832,10.931,1.02,1.117,1.282,2.418,22.238,3.982,8,1,3.956,3,NRB
5.325,50,2,2,-1.249,4.049,0.789,10.761,1.114,1.095,1.331,2.534,22.671,1.13,2,1,4.274,1,NRB
4.923,47.1,1,0,0,3.392,0.664,9.946,1.011,1.107,1.271,2.387,0,1.563,0,0,3.922,0,NRB
4.782,30.8,2,2,-0.638,3.243,1.273,9.947,0.998,1.147,1.141,2.251,10.518,1.951,1,3,3.446,1,NRB
2,0,0,0,0,1.544,0,4.174,1.015,1.235,0.863,1,0,1,0,4,2.267,2,NRB
4.214,33.3,0,0,0,2.582,1.459,8.755,0.961,1.138,1.27,1.902,0,2.052,0,0,3.09,0,NRB
3.902,30.8,0,0,0,3.401,2.322,8.881,0.985,1.139,1.241,1.919,0,4.086,0,0,3.547,0,NRB
5.164,27.3,0,0,0,3.525,1.379,9.874,1.075,1.131,1.305,2.136,0,1.496,0,0,4.099,0,NRB
5.646,25,0,0,0,3.543,0.811,10.505,1.27,1.262,1.119,2.303,0,1.411,0,0,4.196,0,NRB
4.17,33.3,0,0,0.09,3.245,0.971,8.597,1.123,1.11,1.38,1.848,0,1.542,0,0,4.098,0,NRB
4.496,30,0,3,0,3.287,2.237,9.519,0.965,1.147,1.197,2.101,0,2.551,3,0,3.165,1,NRB
4.253,27.8,0,2,0,3.226,2.252,9.598,0.97,1.155,1.191,2,0,4.596,2,0,3.112,2,NRB
4.303,23.5,1,0,0,2.587,1.459,8.815,0.991,1.164,1.072,1.932,0,1.745,2,1,3.128,1,NRB
5.164,26.3,2,0,0,2.756,1.379,9.874,0.998,1.153,1.091,2.136,0,1.496,0,2,3.278,0,NRB
5.303,26.1,3,0,0,3.01,1.392,10.053,1.007,1.154,1.079,2.236,0,1.164,0,3,3.32,0,NRB
5.098,26.1,1,0,0,2.859,1.5,9.872,0.983,1.157,1.138,2.112,0,2.472,4,2,3.271,1,NRB
4.438,26.1,1,0,0,2.85,1.561,9.104,0.983,1.157,1.122,2.029,0,2.054,3,1,3.137,1,NRB
5.236,23.8,2,1,0,2.89,1.406,9.967,1.003,1.162,1.066,2.189,0,1.309,3,4,3.311,1,NRB
4.491,28.6,1,2,0,3.231,2.23,9.449,0.976,1.151,1.166,2.093,0,2.764,3,1,3.167,1,NRB
3.879,29.6,1,0,0,2.938,2.281,8.743,0.973,1.146,1.169,1.902,0,3.685,0,0,2.997,0,NRB
5.283,29.6,4,0,0,3.781,2.161,11.219,0.988,1.146,1.164,2.298,0,5.013,0,0,3.48,0,NRB
5.333,25.6,7,0,0,3.66,2.027,10.771,1.026,1.155,1.068,2.303,0,3.918,0,6,3.394,0,NRB
4.482,27.3,4,0,0,3.368,2.192,9.868,1.004,1.151,1.107,2.098,0,4.063,0,2,3.248,0,NRB
4.412,32.2,2,2,0.253,4.479,4.297,10.675,0.971,1.142,1.198,2.086,24.053,15.507,4,2,3.374,2,NRB
4.38,23.1,2,4,-0.439,3.343,2.252,9.65,1.018,1.173,1.115,2.047,21.129,4.178,4,6,3.366,4,NRB
4.947,28.6,4,0,-2.409,4.298,1.371,9.956,1.101,1.126,1.246,2.214,20.21,2.232,0,2,6.911,0,NRB
4.675,27.3,6,0,-3.785,3.49,1.776,10.007,1.073,1.155,1.099,2.175,30.436,2.211,3,3,3.488,1,NRB
5.182,21.1,2,0,0,3.463,1.837,9.966,1.007,1.119,1.35,2.175,0,2.244,0,0,4.828,0,NRB
5.602,20.7,1,12,0,3.361,1.241,10.509,0.989,1.164,1.231,2.376,12.09,1.357,0,0,4.468,3,NRB
5.27,25.7,4,0,0,5.27,2.388,10.649,1.039,1.119,1.379,2.284,12.499,3.036,0,0,6.912,0,NRB
5.184,25,4,0,0,3.503,2.47,10.126,1.004,1.147,1.158,2.194,11.075,3.798,0,1,4.432,0,NRB
5.509,29.6,1,0,0,5.083,2.383,10.95,0.961,1.132,1.397,2.414,0,3.022,0,0,10.428,0,NRB
5.349,29.8,2,0,-0.024,4.494,2.184,10.42,0.973,1.134,1.343,2.318,11.379,1.951,0,0,10.323,0,NRB
5.333,31.7,0,0,0,4.785,3.105,10.724,0.959,1.136,1.292,2.309,0,3.559,0,0,10.319,0,NRB
4.481,36,0,3,0,3.135,1.895,9.292,0.971,1.136,1.285,2.074,0,2.02,3,0,3.257,1,NRB
5.333,27.9,5,0,0,3.631,2.027,10.771,1.003,1.15,1.107,2.303,0,3.918,0,4,3.386,0,NRB
5.511,48,2,0,0,4.046,0.732,10.806,1.032,1.092,1.347,2.42,24.34,2.731,0,0,4.738,0,NRB
5.138,46.7,2,0,-1.188,3.792,1.124,10.297,1.085,1.1,1.31,2.368,10.567,1.45,0,1,4.147,0,NRB
4.732,40,0,2,0,3.08,1.187,9.642,0.976,1.129,1.27,2.194,0,1.659,2,0,3.601,1,NRB
4.912,40,0,3,0,3.087,0.881,9.863,0.976,1.129,1.286,2.264,0,0.95,2,2,3.719,1,NRB
4.732,40,0,2,0,3.087,0.881,9.803,0.976,1.129,1.298,2.236,0,0.95,2,2,3.695,1,NRB
4.616,39.1,0,2,0,3.168,1.461,9.69,0.974,1.13,1.27,2.203,0,2.063,3,1,3.63,1,NRB
4.783,40,0,3,0,3.08,1.187,9.668,0.976,1.129,1.273,2.222,0,1.358,2,1,3.65,1,NRB
4.75,40.9,0,7,0,3.859,1.491,10.536,0.976,1.126,1.282,2.285,0,4.361,8,2,3.689,2,NRB
4.739,42.9,0,6,0,3.72,1.085,10.361,0.979,1.123,1.288,2.279,0,3.551,8,2,3.688,2,NRB
4.88,40,2,4,0,3.6,0,10.272,0.998,1.127,1.195,2.375,0,2.221,4,0,3.627,1,NRB
4.596,37.5,0,4,0,2.997,0.875,9.54,0.991,1.14,1.254,2.175,0,1.069,4,4,3.638,2,NRB
4.596,42.9,0,2,0,3.202,0.875,9.54,1.005,1.121,1.316,2.175,0,1.069,2,2,3.876,1,NRB
4.732,42.9,0,2,0,3.202,0.875,9.579,1.005,1.121,1.312,2.194,0,0.854,2,2,3.903,1,NRB
4.77,39.1,0,2,0,3.175,1.185,9.882,0.974,1.13,1.27,2.236,0,1.74,2,2,3.651,1,NRB
5.005,39.4,2,5,0,3.657,0.5,10.424,0.995,1.128,1.204,2.396,0,2.271,4,0,3.697,1,NRB
4.796,41.2,2,2,0,3.278,1.185,9.882,1.024,1.127,1.253,2.243,20.317,1.686,2,0,3.835,1,NRB
4.923,41.2,2,3,0,3.278,1.185,9.911,1.024,1.127,1.254,2.267,20.455,1.563,2,0,3.854,1,NRB
4.77,41.2,2,2,0,3.278,1.185,9.882,1.024,1.127,1.253,2.236,20.236,1.74,2,0,3.83,1,NRB
4.912,42.1,1,0,0,3.1,0.881,9.863,0.987,1.12,1.271,2.264,0,0.95,0,1,3.728,0,NRB
5.027,40.9,1,0,0,3.193,0.861,10.084,0.983,1.123,1.269,2.318,0,0.984,0,1,3.784,0,NRB
4.845,38.1,1,2,0,3.198,1.185,9.902,0.993,1.133,1.241,2.267,0,1.393,2,2,3.718,1,NRB
4.732,50,1,0,0,3.558,0.544,10.15,0.986,1.104,1.31,2.264,0,2.919,0,0,3.699,0,NRB
