@relation 'landsat-statlog-weka.filters.unsupervised.attribute.Remove-R3-4,7-8,11-12,15,19,23,27,31-32,35-36-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R17'

@attribute x1 numeric
@attribute x2 numeric
@attribute x5 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x18 numeric
@attribute x20 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute class {1,2,3,4,5,7}

@data
67,77,63,63,66,63,71,65,60,60,76,60,60,83,64,62,60,59,60,59,5
63,70,63,63,63,60,60,76,60,60,83,60,60,87,60,59,60,59,57,59,5
63,66,63,59,60,60,60,83,60,60,87,57,56,90,60,59,57,59,57,55,5
63,63,59,59,57,60,60,87,57,56,90,57,56,94,57,59,57,55,57,55,5
59,60,59,59,57,57,56,90,57,56,94,53,56,90,57,55,57,55,57,55,5
59,57,59,56,57,57,56,94,53,56,90,60,56,87,57,55,57,55,57,55,5
59,57,56,59,57,53,56,90,60,56,87,57,60,80,57,55,57,55,57,55,5
59,63,63,67,77,57,63,76,60,67,65,63,75,62,57,55,57,59,60,66,7
67,99,75,79,112,70,102,94,74,115,101,74,115,101,68,106,72,115,68,111,1
79,112,71,67,112,70,111,101,67,106,101,67,111,97,68,115,68,111,68,115,1
71,108,67,67,112,67,106,101,67,111,97,63,111,97,68,111,68,115,64,115,1
67,112,63,63,108,63,111,97,63,120,101,63,115,101,64,115,64,115,64,115,1
63,112,63,67,108,63,120,101,63,115,101,67,111,101,64,115,64,115,60,111,1
67,108,67,67,112,67,111,101,63,115,101,67,115,104,60,111,64,111,68,115,1
67,112,67,67,103,63,115,101,67,115,104,63,106,94,64,111,68,115,68,115,1
67,112,67,63,91,67,115,104,63,106,94,63,97,87,68,115,68,115,64,106,1
71,81,63,63,63,70,75,69,70,71,62,63,67,58,68,73,72,81,68,77,7
63,66,63,63,66,70,71,62,63,67,58,63,75,62,72,81,68,77,68,77,7
63,66,63,63,70,63,75,62,63,71,62,63,71,62,68,77,68,77,68,73,7
63,66,63,67,70,63,71,62,63,71,62,67,71,62,68,77,68,73,68,69,7
67,70,67,63,66,67,71,62,67,67,62,67,67,58,68,69,64,66,64,69,7
59,70,71,75,91,63,67,58,63,75,65,74,88,76,68,69,68,73,68,81,7
71,84,75,75,88,63,75,65,74,88,76,74,88,73,68,73,68,81,68,77,4
75,91,75,75,88,74,88,76,74,88,73,70,88,65,68,81,68,77,64,73,4
75,88,75,75,88,74,88,73,70,88,65,67,75,62,68,77,64,73,64,73,4
74,88,78,70,84,76,89,68,76,94,72,76,89,68,76,87,76,87,76,91,4
78,92,70,67,79,76,94,72,76,89,68,72,81,61,76,87,76,91,76,87,4
67,79,67,67,75,68,77,61,68,77,61,68,77,61,71,79,68,79,64,79,7
67,75,67,63,75,68,77,61,68,77,61,64,73,61,68,79,64,79,64,75,7
67,75,63,63,79,68,77,61,64,73,61,64,73,57,64,79,64,75,64,75,7
82,97,85,82,97,84,98,83,84,102,83,84,102,79,84,95,80,95,84,99,4
85,102,82,82,92,84,102,83,84,102,79,84,94,79,80,95,84,99,80,99,4
82,92,78,78,88,84,94,79,76,85,72,76,94,76,80,99,76,91,76,91,4
78,88,78,85,102,76,85,72,76,94,76,80,102,79,76,91,76,91,76,91,4
85,102,85,82,88,84,102,83,84,102,79,72,81,65,76,91,71,79,68,75,4
85,102,82,67,71,84,102,79,72,81,65,68,69,68,71,79,68,75,76,83,7
82,88,67,74,88,72,81,65,68,69,68,76,89,79,68,75,76,83,80,95,7
67,71,74,82,97,68,69,68,76,89,79,80,94,76,76,83,80,95,76,87,7
74,88,82,78,88,76,89,79,80,94,76,76,85,68,80,95,76,87,71,87,7
82,97,78,78,84,80,94,76,76,85,68,80,94,76,76,87,71,87,76,91,7
78,84,78,74,88,80,94,76,80,98,83,84,98,83,76,91,76,91,80,95,3
78,88,74,74,84,80,98,83,84,98,83,80,98,83,76,91,80,95,80,99,3
74,88,74,74,88,84,98,83,80,98,83,76,98,79,80,95,80,99,80,99,3
74,84,74,70,88,80,98,83,76,98,79,76,89,72,80,99,80,99,80,99,3
67,75,67,63,71,72,77,61,68,69,65,64,62,68,71,79,64,68,60,61,5
63,71,60,60,60,64,62,68,60,59,76,60,59,87,60,61,56,57,60,51,5
60,60,60,57,56,60,59,87,57,59,87,57,55,87,60,51,56,54,56,57,5
57,56,57,53,56,57,55,87,57,55,83,57,55,79,56,57,60,57,56,57,5
57,56,53,60,56,57,55,83,57,55,79,57,55,76,60,57,56,57,56,54,5
53,56,60,57,60,57,55,79,57,55,76,57,55,72,56,57,56,54,56,57,5
60,56,57,57,63,57,55,76,57,55,72,57,55,72,56,54,56,57,56,57,5
57,63,60,63,75,57,55,72,57,59,68,60,66,65,56,57,56,57,56,64,5
63,88,70,74,115,64,94,83,68,106,98,72,115,98,64,99,68,112,68,116,1
70,102,74,74,115,68,106,98,72,115,98,68,111,98,68,112,68,116,71,112,1
74,115,74,70,111,72,115,98,68,111,98,68,115,98,68,116,71,112,68,112,1
74,115,70,67,106,68,111,98,68,115,98,68,111,98,71,112,68,112,68,112,1
70,111,67,67,111,68,115,98,68,111,98,68,115,98,68,112,68,112,68,116,1
67,106,67,63,111,68,111,98,68,115,98,64,115,98,68,112,68,116,64,116,1
67,111,63,63,120,68,115,98,64,115,98,64,115,102,68,116,64,116,64,112,1
63,115,67,63,115,64,115,98,60,111,98,64,111,102,64,116,64,121,64,116,1
67,115,63,63,97,68,115,102,68,115,102,64,106,91,64,116,68,116,68,112,1
63,97,63,63,88,64,106,91,64,94,83,68,94,79,68,112,64,103,60,91,1
70,71,63,63,75,72,81,68,68,77,61,68,77,65,71,83,71,79,68,75,7
63,67,63,63,71,68,77,61,68,77,65,68,77,61,71,79,68,75,68,75,7
63,75,63,63,71,68,77,65,68,77,61,68,73,65,68,75,68,75,64,75,7
63,71,63,67,71,68,77,61,68,73,65,68,69,57,68,75,64,75,64,75,7
63,71,67,67,67,68,73,65,68,69,57,64,66,54,64,75,64,75,68,71,7
67,67,63,63,75,64,69,57,68,69,61,68,73,65,68,71,68,75,68,75,7
63,67,63,74,88,68,69,61,68,73,65,68,81,68,68,75,68,75,68,79,7
74,88,74,70,88,68,81,68,68,77,65,64,73,61,68,79,71,79,71,75,7
70,88,67,63,71,64,73,61,64,73,61,68,73,57,71,75,68,75,68,75,7
76,94,76,72,81,76,87,67,76,91,74,76,87,70,75,87,75,87,75,83,4
68,77,68,68,77,71,79,59,68,79,63,64,79,59,71,83,67,75,71,79,7
68,77,68,64,73,68,79,63,64,79,59,64,75,59,67,75,71,79,71,79,7
68,77,64,64,73,64,79,59,64,75,59,64,75,63,71,79,71,79,67,79,7
64,73,64,64,81,64,75,59,64,75,63,68,75,59,71,79,67,79,67,75,7
64,73,64,76,94,64,75,63,68,75,59,68,83,70,67,79,67,75,67,79,7
64,81,76,84,98,68,75,59,68,83,70,80,91,81,67,75,67,79,75,87,7
76,94,84,84,98,68,83,70,80,91,81,84,95,78,67,79,75,87,79,91,4
84,102,84,84,94,80,95,81,84,99,85,80,99,81,79,95,84,95,84,95,4
84,94,76,76,94,80,99,81,76,91,74,76,91,74,84,95,79,87,71,79,4
76,85,76,80,102,76,91,74,76,91,74,76,91,74,79,87,71,79,67,75,4
76,94,80,84,102,76,91,74,76,91,74,76,91,70,71,79,67,75,67,72,4
84,102,72,68,69,71,79,70,68,75,67,76,83,74,63,58,63,68,71,91,5
68,69,76,80,94,76,83,74,80,95,78,76,87,67,71,91,75,91,75,83,7
76,89,80,76,85,80,95,78,76,87,67,71,87,70,75,91,75,83,71,79,7
80,94,76,80,94,76,87,67,71,87,70,76,91,78,75,83,71,79,71,83,7
76,85,80,80,98,71,87,70,76,91,78,76,91,78,71,79,71,83,71,87,7
84,98,80,76,98,80,95,78,80,99,81,80,99,81,75,95,79,95,75,99,3
76,98,76,72,81,80,99,81,80,99,78,76,91,74,75,99,79,99,79,99,3
76,89,72,72,77,80,99,78,76,91,74,71,79,63,79,99,79,99,79,91,7
72,81,72,68,69,76,91,74,71,79,63,64,68,67,79,99,79,91,71,72,7
68,69,64,60,59,64,68,67,60,61,70,56,57,70,71,72,59,54,55,51,5
64,62,60,60,59,60,61,70,56,57,70,60,51,74,59,54,55,51,51,51,5
60,59,60,57,59,56,57,70,60,51,74,56,54,70,55,51,51,51,55,51,5
57,59,57,57,55,56,54,70,56,57,78,60,57,78,55,51,59,58,59,58,5
57,55,57,57,55,56,57,78,60,57,78,56,57,70,59,58,59,58,55,54,5
57,55,57,57,55,60,57,78,56,57,70,56,54,78,59,58,55,54,55,54,5
57,55,57,57,55,56,57,70,56,54,78,56,57,70,55,54,55,54,55,54,5
57,59,60,68,77,56,57,70,56,64,67,64,75,63,55,54,55,51,59,61,5
64,89,64,68,106,60,91,78,64,99,88,68,112,96,63,91,67,103,71,111,1
64,94,68,72,115,64,99,88,68,112,96,68,116,99,67,103,71,111,71,111,1
72,115,68,68,115,68,116,99,71,112,99,68,112,96,71,111,71,107,67,107,1
68,111,68,64,115,68,112,99,68,116,103,64,116,103,67,111,71,116,67,111,1
68,115,64,64,115,68,116,103,64,116,103,64,112,103,71,116,67,111,67,111,1
64,115,64,60,111,64,112,103,64,116,99,64,121,96,67,111,67,116,71,111,1
68,115,68,64,106,64,116,96,68,116,103,68,112,96,67,111,71,111,71,116,1
68,115,64,64,94,68,116,103,68,112,96,64,103,88,71,111,71,116,71,107,1
64,94,68,64,89,64,103,88,60,91,81,64,87,81,71,107,67,99,67,91,1
68,77,68,68,77,71,79,67,68,75,63,68,75,59,71,79,71,79,63,75,7
68,77,68,68,69,68,75,59,64,75,63,64,75,59,63,75,67,72,67,68,7
68,73,68,64,66,64,75,63,64,75,59,68,71,59,67,72,67,68,63,68,7
68,69,64,64,69,64,75,59,68,71,59,68,71,59,67,68,63,68,67,72,7
64,69,68,68,73,68,71,59,68,75,59,68,75,59,67,72,67,75,67,75,7
68,69,68,68,81,68,75,59,68,75,59,68,79,63,67,75,67,75,63,72,7
68,81,68,64,73,68,79,63,71,79,67,71,75,59,63,72,63,75,67,79,7
68,77,64,64,73,71,79,67,71,75,59,68,75,59,63,75,67,79,67,72,7
64,73,64,68,73,71,75,59,68,75,59,68,75,59,67,79,67,72,67,75,7
76,91,76,71,79,75,87,67,75,83,71,71,83,67,74,87,74,87,78,91,4
76,87,71,68,79,75,83,71,71,83,67,67,75,62,74,87,78,91,74,83,4
64,75,64,68,75,71,79,58,67,79,62,67,75,62,66,75,66,79,66,79,7
64,75,68,68,83,67,79,62,67,75,62,67,79,62,66,79,66,79,66,79,7
68,75,68,80,91,67,75,62,67,79,62,75,87,71,66,79,66,79,66,79,7
68,83,80,84,95,67,79,62,75,87,71,79,91,75,66,79,66,79,74,79,7
80,91,84,80,95,75,87,71,79,91,75,79,95,75,66,79,74,79,82,87,4
80,95,84,80,99,79,95,75,84,95,79,84,95,75,82,87,82,96,82,96,4
84,99,80,76,91,84,95,79,84,95,75,79,87,75,82,96,82,96,82,91,4
71,79,68,76,83,63,58,67,63,68,67,71,91,75,56,49,56,53,70,79,5
76,83,80,76,87,71,91,75,75,91,71,75,83,62,70,79,78,83,74,87,7
76,87,71,76,91,75,83,62,71,79,67,71,83,67,74,87,78,87,74,79,7
80,95,80,80,99,75,95,79,79,95,79,75,99,79,66,87,74,91,78,96,7
80,99,80,80,99,79,95,79,75,99,79,79,99,83,74,91,78,96,82,100,3
80,99,76,71,79,79,99,83,79,99,83,79,91,75,82,100,82,100,82,100,3
76,91,71,64,68,79,99,83,79,91,75,71,72,58,82,100,82,100,78,91,3
64,68,60,56,57,71,72,58,59,54,54,55,51,50,78,91,66,67,52,49,5
60,61,56,60,51,59,54,54,55,51,50,51,51,50,66,67,52,49,52,49,5
60,51,56,56,57,51,51,50,55,51,54,59,58,62,52,49,52,56,56,60,5
56,54,56,60,57,55,51,54,59,58,62,59,58,71,52,56,56,60,59,60,5
56,57,60,56,57,59,58,62,59,58,71,55,54,71,56,60,59,60,59,60,5
56,57,56,56,57,55,54,71,55,54,71,55,54,71,59,60,56,60,56,56,5
56,54,56,56,57,55,54,71,55,54,71,55,58,71,56,60,56,56,56,53,5
56,57,56,56,64,55,58,71,55,54,71,55,51,71,56,53,56,53,52,49,5
56,57,56,64,75,55,54,71,55,51,71,59,61,67,56,53,52,49,56,56,5
56,64,64,68,79,55,51,71,59,61,67,67,79,62,52,49,56,56,56,63,5
68,112,68,71,112,71,111,92,71,111,96,71,107,96,66,104,66,113,66,109,1
68,116,71,68,112,71,111,96,71,107,96,67,107,96,66,113,66,109,66,109,1
71,112,68,68,112,71,107,96,67,107,96,67,111,96,66,109,66,109,66,109,1
68,112,68,64,116,67,111,96,71,116,100,67,111,100,66,109,66,109,66,109,1
68,116,64,64,112,71,116,100,67,111,100,67,111,100,66,109,66,109,66,113,1
64,112,64,64,121,67,111,100,67,116,100,71,111,100,66,113,66,113,66,113,1
64,116,64,64,116,67,116,100,71,111,100,67,111,96,66,113,66,113,66,113,1
64,116,64,68,116,67,111,96,67,111,100,71,111,100,66,113,70,118,70,113,1
64,116,68,68,112,67,111,100,71,111,100,71,116,100,70,118,70,113,70,113,1
68,116,68,64,103,71,111,100,71,116,100,71,107,96,70,113,70,113,70,118,1
68,112,64,60,91,71,116,100,71,107,96,67,99,83,70,113,70,118,70,113,1
64,103,60,64,87,71,107,96,67,99,83,67,91,79,70,118,70,113,66,100,1
68,75,68,64,75,71,79,67,63,75,62,67,72,62,66,75,70,79,66,71,7
68,75,64,64,75,63,75,62,67,72,62,67,68,58,70,79,66,71,63,63,7
64,75,64,68,71,67,72,62,67,68,58,63,68,58,66,71,63,63,63,67,7
64,75,68,68,71,67,68,58,63,68,58,67,72,62,63,63,63,67,66,71,7
68,71,68,68,75,67,72,62,67,75,58,67,75,62,66,71,66,71,66,71,7
68,75,68,71,79,67,75,62,63,72,62,63,75,62,66,71,66,71,63,67,7
68,79,71,71,75,63,72,62,63,75,62,67,79,62,66,71,63,67,66,75,7
71,79,71,68,75,63,75,62,67,79,62,67,72,58,63,67,66,75,70,79,7
75,87,75,71,83,74,87,66,74,87,70,78,91,74,71,84,75,88,75,88,4
71,83,67,71,79,78,91,74,74,83,70,66,79,63,75,88,75,91,71,84,4
67,75,71,71,79,74,83,70,66,79,63,66,75,63,75,91,71,84,63,81,7
71,79,67,67,75,66,75,63,66,79,63,66,79,63,63,81,63,81,67,84,7
67,79,67,67,79,66,79,63,66,79,63,66,79,63,63,81,67,84,71,84,7
75,87,79,79,95,66,79,59,74,79,66,82,87,78,67,81,67,77,71,88,7
79,91,79,84,95,74,79,66,82,87,78,82,96,78,67,77,71,88,79,99,4
79,95,84,84,95,82,87,78,82,96,78,82,96,78,71,88,79,99,83,103,4
84,95,79,71,79,82,96,78,82,91,78,66,71,74,83,103,83,91,71,63,4
79,87,71,67,75,82,91,78,66,71,74,56,53,66,83,91,71,63,59,54,5
71,79,67,67,72,66,71,74,56,53,66,59,53,63,71,63,59,54,59,54,5
67,72,63,63,68,59,53,63,56,49,66,56,53,66,59,54,59,51,56,54,5
63,58,63,71,91,56,49,66,56,53,66,70,79,66,59,51,56,54,67,73,5
63,68,71,75,91,56,53,66,70,79,66,78,83,70,56,54,67,73,75,84,7
71,91,75,75,83,70,79,66,78,83,70,74,87,66,67,73,75,84,75,88,7
75,91,75,71,79,78,83,70,74,87,66,78,87,70,75,84,75,88,75,88,7
71,79,71,71,87,78,87,70,74,79,63,70,83,66,75,88,75,84,75,91,7
71,87,75,79,95,70,83,66,66,87,70,74,91,78,75,91,79,88,75,88,7
79,95,75,79,99,74,91,78,78,96,81,82,100,81,75,88,75,91,79,99,7
75,99,79,79,99,78,96,81,82,100,81,82,100,85,75,91,79,99,83,99,3
79,99,79,79,91,82,100,81,82,100,85,82,100,85,79,99,83,99,79,99,3
79,99,79,71,72,82,100,85,82,100,85,78,91,74,83,99,79,99,75,91,3
79,91,71,59,54,82,100,85,78,91,74,66,67,41,79,99,75,91,63,66,3
55,51,51,55,51,52,49,33,52,49,44,52,56,55,52,51,49,48,49,54,5
51,51,55,59,58,52,49,44,52,56,55,56,60,59,49,48,49,54,56,60,5
55,51,59,59,58,52,56,55,56,60,59,59,60,66,49,54,56,60,52,57,5
59,58,59,55,54,56,60,59,59,60,66,59,60,70,56,60,52,57,56,54,5
59,58,55,55,54,59,60,66,59,60,70,56,60,74,52,57,56,54,56,51,5
55,54,55,55,54,56,56,74,56,53,74,56,53,78,49,54,52,54,52,51,5
55,58,55,55,51,56,53,74,56,53,78,52,49,78,52,54,52,51,52,54,5
55,54,55,59,61,56,53,78,52,49,78,56,56,74,52,51,52,54,52,54,5
55,51,59,67,79,52,49,78,56,56,74,56,63,66,52,54,52,54,52,57,5
59,61,67,67,79,56,56,74,56,63,66,66,75,63,52,54,52,57,59,70,5
67,83,63,67,103,59,83,74,63,87,81,66,104,89,59,84,63,99,67,108,1
63,91,67,71,111,63,87,81,66,104,89,66,104,92,63,99,67,108,71,112,1
67,103,71,71,111,66,104,89,66,104,92,66,113,92,67,108,71,112,67,108,1
71,111,71,71,107,66,104,92,66,113,92,66,109,96,71,112,67,108,67,112,1
71,107,67,67,111,66,109,96,66,109,96,66,109,96,67,112,71,108,67,112,1
67,107,67,71,116,66,109,96,66,109,96,66,109,100,71,108,67,112,67,108,1
67,111,71,67,111,66,109,96,66,109,100,66,109,100,67,112,67,108,67,108,1
71,116,67,67,111,66,109,100,66,109,100,66,113,100,67,108,67,108,67,112,1
67,111,67,71,111,66,113,100,66,113,100,66,113,100,67,112,63,112,63,112,1
67,116,71,67,111,66,113,100,66,113,100,66,113,100,63,112,63,112,71,112,1
67,111,71,71,116,70,118,100,70,113,100,70,113,100,71,112,67,112,67,112,1
71,107,67,67,91,70,118,100,70,113,96,66,100,89,67,112,71,108,71,108,1
67,72,67,63,68,66,71,63,63,63,55,63,67,55,67,73,63,66,63,66,7
63,68,67,67,75,63,67,55,66,71,55,66,71,59,63,66,59,70,63,66,7
67,72,67,67,75,66,71,55,66,71,59,66,71,59,59,70,63,66,67,70,7
67,75,67,63,72,66,71,59,66,71,59,66,71,63,63,66,67,70,67,70,7
63,72,63,67,79,66,71,63,63,67,59,66,75,63,67,70,63,70,63,66,7
67,79,67,67,75,66,75,63,70,79,66,66,75,59,63,66,67,77,71,81,7
74,83,66,66,75,75,91,72,71,84,68,63,81,64,74,88,78,92,67,88,4
66,79,66,66,79,63,81,64,67,84,68,71,84,64,67,84,63,79,63,75,7
66,79,66,66,79,67,84,68,71,84,64,67,81,64,63,79,63,75,70,84,7
66,79,66,74,79,71,84,64,67,81,64,67,77,64,63,75,70,84,67,84,7
66,79,74,82,87,67,81,64,67,77,64,71,88,72,70,84,67,84,67,84,7
74,79,82,82,96,67,77,64,71,88,72,79,99,79,67,84,67,84,78,97,7
82,96,82,66,71,83,103,83,83,91,79,71,63,75,82,102,78,88,67,67,4
66,71,56,59,53,71,63,75,59,54,75,59,54,72,67,67,60,60,60,56,5
59,53,56,56,53,59,54,72,59,51,72,56,54,64,60,56,57,53,57,53,5
70,79,78,74,87,67,73,64,75,84,68,75,88,75,67,67,70,79,74,88,7
78,83,74,78,87,75,84,68,75,88,75,75,88,72,70,79,74,88,78,92,7
78,87,74,70,83,75,88,72,75,84,68,75,91,75,78,92,78,92,78,92,7
70,83,66,74,91,75,91,75,79,88,75,75,88,72,78,92,82,97,82,92,7
66,87,74,78,96,79,88,75,75,88,72,75,91,79,82,97,82,92,78,92,7
74,91,78,82,100,75,88,72,75,91,79,79,99,83,82,92,78,92,82,97,7
78,96,82,82,100,75,91,79,79,99,83,83,99,83,78,92,82,97,82,97,3
82,100,82,82,100,79,99,83,83,99,83,79,99,83,82,97,82,97,78,97,3
82,100,82,78,91,83,99,83,79,99,83,75,91,68,82,97,78,97,78,88,3
82,100,78,66,67,79,99,83,75,91,68,63,66,34,78,97,78,88,60,63,3
78,91,66,52,49,75,91,68,63,66,34,52,51,42,78,88,60,63,50,46,5
66,67,52,52,49,63,66,34,52,51,42,49,48,49,60,63,50,46,50,49,5
52,49,52,52,56,52,51,42,49,48,49,49,54,53,50,46,50,49,50,53,5
52,49,52,56,60,49,48,49,49,54,53,56,60,64,50,49,50,53,50,53,5
52,56,56,59,60,49,54,53,56,60,64,52,57,68,50,53,50,53,53,53,5
59,60,59,56,60,52,57,68,56,54,72,56,51,75,53,53,50,56,53,53,5
59,60,56,56,56,56,54,72,56,51,75,49,54,75,50,56,53,53,50,53,5
56,53,56,52,49,52,54,75,52,51,75,52,54,72,53,53,50,53,50,53,5
52,49,56,56,63,52,54,72,52,54,68,52,57,64,50,53,53,56,53,53,5
59,83,63,66,104,59,84,75,63,99,86,67,108,98,60,92,67,111,67,111,1
66,109,66,66,109,67,112,98,71,108,98,67,112,98,67,111,67,111,67,115,1
66,109,66,66,109,71,108,98,67,112,98,67,108,98,67,111,67,115,67,111,1
66,109,66,66,109,67,112,98,67,108,98,67,108,101,67,115,67,111,63,111,1
66,113,66,66,113,63,112,98,63,112,101,71,112,101,63,111,63,111,67,115,1
66,113,66,70,118,63,112,101,71,112,101,71,112,101,63,111,67,115,67,120,1
70,113,70,70,118,67,112,101,67,112,98,67,112,101,70,115,70,111,67,111,1
70,118,70,66,100,67,112,101,71,108,101,71,108,90,67,111,67,111,70,111,1
70,113,66,63,87,71,108,101,71,108,90,63,88,75,67,111,70,111,70,97,1
66,71,63,63,67,67,73,64,63,66,57,63,66,57,70,75,67,71,63,67,7
63,63,63,66,71,63,66,57,63,66,57,59,70,57,67,71,63,67,63,71,7
66,71,66,63,67,67,70,60,67,70,57,63,70,57,63,67,60,67,63,71,7
63,67,66,70,79,63,70,57,63,66,57,67,77,64,63,71,60,67,60,63,7
66,75,70,66,75,63,66,57,67,77,64,71,81,64,60,67,60,63,67,79,7
75,91,75,71,84,74,92,76,74,84,69,70,88,69,76,85,76,89,72,85,4
75,88,75,75,91,74,84,69,74,84,65,74,88,69,72,85,76,85,76,85,4
75,88,75,71,84,74,84,65,74,88,69,78,92,73,76,85,76,85,76,94,4
75,91,71,63,81,74,88,69,78,92,73,67,88,69,76,85,76,94,76,94,4
63,81,63,67,84,67,88,69,67,84,62,63,79,65,76,94,68,85,64,81,7
83,91,71,59,54,78,88,83,67,67,80,60,60,80,76,89,68,73,64,66,5
71,63,59,59,54,67,67,80,60,60,80,60,56,80,68,73,64,66,60,55,5
59,54,59,59,51,60,60,80,60,56,80,57,53,73,64,66,60,55,57,55,5
56,54,67,75,84,57,53,69,67,67,65,70,79,65,57,55,64,66,72,81,7
67,73,75,75,88,67,67,65,70,79,65,74,88,73,64,66,72,81,76,89,7
75,84,75,75,88,70,79,65,74,88,73,78,92,80,72,81,76,89,80,98,7
75,84,75,79,88,78,92,80,78,92,83,82,97,83,80,98,80,94,84,98,7
79,88,75,75,91,82,97,83,82,92,76,78,92,80,84,98,80,98,80,98,7
79,99,75,63,66,78,97,83,78,88,69,60,63,41,84,98,76,85,57,59,3
75,91,63,52,51,78,88,69,60,63,41,50,46,44,76,85,57,59,53,49,5
63,66,52,49,48,60,63,41,50,46,44,50,49,51,57,59,53,49,53,52,5
52,51,49,49,54,50,46,44,50,49,51,50,53,58,53,49,53,52,53,55,5
49,48,49,56,60,50,49,51,50,53,58,50,53,69,53,52,53,55,53,52,5
49,54,56,52,57,50,53,58,50,53,69,53,53,76,53,55,53,52,53,52,5
56,60,52,56,54,50,53,69,53,53,76,50,56,73,53,52,53,52,53,52,5
56,51,49,52,54,53,53,73,50,53,69,53,53,69,53,55,57,55,53,55,5
52,51,52,52,54,50,53,65,50,53,65,53,56,69,50,52,53,52,53,52,5
52,57,59,63,77,53,53,73,53,56,69,57,75,65,50,52,53,52,53,62,5
67,108,71,67,108,67,111,94,63,111,94,67,111,97,68,111,64,111,68,111,1
71,112,67,67,112,63,111,94,67,111,97,67,111,101,64,111,68,111,68,111,1
67,108,67,71,108,67,111,97,67,111,101,67,111,101,68,111,68,111,68,111,1
71,108,67,67,108,67,111,101,67,115,101,67,111,94,68,111,68,115,68,115,1
67,112,67,67,108,67,115,101,67,111,94,63,111,97,68,115,68,115,68,115,1
67,108,67,67,112,67,111,94,63,111,97,63,111,101,68,115,68,115,60,111,1
67,108,67,63,112,63,111,97,63,111,101,63,111,101,68,115,60,111,64,106,1
67,112,63,63,112,63,111,101,63,111,101,63,111,101,60,111,64,106,64,111,1
63,112,63,71,112,63,111,101,63,111,101,67,115,101,64,106,64,111,64,111,1
63,112,71,71,112,63,111,101,67,115,101,67,120,97,64,111,64,111,72,115,1
71,112,71,67,112,67,115,101,67,120,97,70,115,101,64,111,72,115,68,115,1
67,112,67,67,112,70,115,101,70,111,101,67,111,94,68,115,68,115,68,111,1
67,112,67,71,108,70,111,101,67,111,94,67,111,97,68,115,68,111,64,111,1
67,112,71,71,108,67,111,94,67,111,97,70,111,97,68,111,64,111,68,111,1
71,108,63,67,73,70,111,97,70,97,87,63,79,73,68,111,68,106,64,89,1
63,66,63,59,70,67,71,65,63,67,58,63,71,58,72,77,68,73,64,69,7
63,66,59,63,66,63,67,58,63,71,58,63,71,58,68,73,64,69,60,69,7
59,70,63,67,70,63,71,58,63,71,58,63,67,58,64,69,60,69,60,69,7
67,70,67,63,70,63,67,58,60,67,55,63,71,58,60,69,60,62,64,66,7
63,70,63,67,77,63,71,58,60,67,58,60,63,58,64,66,64,66,64,62,7
63,66,67,71,81,60,67,58,60,63,58,67,79,69,64,66,64,62,64,69,7
74,92,74,70,88,76,85,72,76,89,68,72,85,68,76,87,76,91,76,83,4
70,88,74,74,84,72,85,68,72,85,68,76,85,68,76,83,71,87,71,87,4
74,84,74,74,88,72,85,68,76,85,68,76,85,68,71,87,71,87,76,83,4
74,88,78,67,88,76,85,68,76,94,72,76,94,68,76,83,80,87,80,95,4
67,88,67,63,79,76,94,68,68,85,65,64,81,61,80,95,71,87,68,83,7
63,79,63,70,84,64,81,61,64,77,65,64,77,65,68,83,64,83,68,79,7
63,75,70,67,84,64,77,65,64,77,65,64,81,65,64,83,68,79,68,83,7
67,84,67,78,97,64,81,65,68,81,65,72,89,72,68,83,68,83,68,83,7
67,84,78,82,102,68,81,65,72,89,72,80,102,87,68,83,68,83,76,91,7
78,97,82,78,88,72,89,72,80,102,87,76,89,79,68,83,76,91,80,95,4
82,102,78,67,67,80,102,87,76,89,79,68,73,79,76,91,80,95,76,83,4
67,67,60,60,56,68,73,79,64,66,79,60,55,76,76,83,68,75,64,68,5
60,60,60,57,53,64,66,79,60,55,76,57,55,72,68,75,64,68,60,61,5
60,56,57,57,53,60,55,76,57,55,72,57,55,61,64,68,60,61,60,57,5
70,79,74,78,92,72,81,68,76,89,76,80,98,76,71,79,76,87,80,91,7
74,88,78,78,92,76,89,76,80,98,76,80,98,76,76,87,80,91,80,95,7
78,92,78,78,92,80,98,76,80,98,76,80,94,79,80,91,80,95,80,95,7
78,92,78,82,97,80,98,76,80,94,79,84,98,83,80,95,80,95,84,99,7
78,92,82,82,92,80,94,79,84,98,83,80,98,83,80,95,84,99,84,103,3
82,97,82,78,92,84,98,83,80,98,83,80,98,83,84,99,84,103,80,103,3
82,92,78,82,97,80,98,83,80,98,83,84,98,87,84,103,80,103,80,99,3
82,97,82,78,97,84,98,87,84,102,87,84,98,83,80,99,84,103,80,99,3
78,97,78,60,63,84,98,83,76,85,61,57,59,39,80,99,71,83,56,57,3
