@relation 'Steel-Plates-weka.filters.unsupervised.attribute.Remove-R7,10,14,18,23-24-weka.filters.unsupervised.attribute.Remove-R17'

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x6 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x15 numeric
@attribute x16 numeric
@attribute x17 numeric
@attribute x19 numeric
@attribute x20 numeric
@attribute x22 numeric
@attribute class {0,1}

@data
759,768,3896732,3896740,54,10,6028,90,1690,70,0.8982,0.8889,0.0053,0.9,17.324,0.9542,-0.1111,0
188,198,3942253,3942263,74,11,8375,95,1688,70,0.2227,1,0.0059,0.9091,18.692,1,0,0
339,355,3962284,3962304,250,20,25833,77,1692,70,0.4007,0.8,0.0095,0.8,23.979,12.041,0.2,0
143,151,3986260,3986268,51,10,5716,102,1694,70,0.1688,1,0.0047,0.8,17.076,0.9031,0,0
868,879,4048592,4048602,86,11,8851,90,1688,70,0.9585,0.9091,0.0065,1,19.345,10.414,-0.0909,0
396,404,99636,99644,55,10,6860,111,1690,70,0.4686,1,0.0047,0.8,17.404,0.9031,0,0
508,518,257756,257770,110,13,12127,92,1686,70,0.6026,0.7143,0.0059,0.7692,20.414,1,0.2857,0
1134,1156,728281,728304,375,32,34485,48,1364,70,0.305,0.9565,0.0161,0.6875,2.574,13.424,0.0435,0
251,260,961360,961371,67,11,7550,99,1364,70,0.368,0.8182,0.0066,0.8182,18.261,0.9542,0.1818,0
682,693,1620649,1620667,126,15,14330,104,1354,40,0.9764,0.6111,0.0081,0.7333,21.004,10.414,0.3889,0
19,24,1709640,1709661,76,13,9498,118,1358,40,0.028,0.2381,0.0037,0.3846,18.808,0.699,0.7619,0
1084,1167,1803992,1804016,880,109,103662,101,1358,40,0.2813,0.2892,0.0611,0.7615,29.445,19.191,-0.7108,0
920,928,1862719,1862728,52,9,5816,101,1358,40,0.6333,0.8889,0.0059,0.8889,1.716,0.9031,0.1111,0
21,27,1988956,1988984,112,21,13196,110,1356,40,0.031,0.2143,0.0044,0.2857,20.492,0.7782,0.7857,0
57,64,2014358,2014368,59,11,7052,107,1356,40,0.0841,0.7,0.0052,0.6364,17.708,0.8451,0.3,0
205,214,2039121,2039135,84,14,9767,105,1356,40,0.3024,0.6429,0.0066,0.6429,19.243,0.9542,0.3571,0
1327,1332,2062989,2063003,55,11,6074,102,1354,40,0.0325,0.3571,0.0037,0.4545,17.404,0.699,0.6429,0
482,490,2102085,2102099,68,14,7747,105,1354,40,0.712,0.5714,0.0059,0.5714,18.325,0.9031,0.4286,0
1317,1324,2166062,2166078,78,12,9381,110,1352,40,0.0414,0.4375,0.0052,0.5833,18.921,0.8451,0.5625,0
17,23,2433462,2433491,122,16,14032,107,1352,40,0.0251,0.2069,0.0044,0.375,20.864,0.7782,0.7931,0
828,837,2451285,2451296,67,13,8107,112,1350,40,0.76,0.8182,0.0067,0.6923,18.261,0.9542,0.1818,0
724,733,3320084,3320092,56,14,5857,87,1380,40,0.9377,0.8889,0.0065,0.6429,17.482,0.9542,-0.1111,0
593,603,3384541,3384556,101,15,11431,99,1376,40,0.8619,0.6667,0.0073,0.6667,20.043,1,0.3333,0
1049,1058,3577116,3577127,67,12,7881,106,1376,40,0.4622,0.8182,0.0065,0.75,18.261,0.9542,0.1818,0
1312,1322,4118358,4118372,77,15,8558,104,1350,40,0.0415,0.7143,0.0074,0.6667,18.865,1,0.2857,0
459,470,4165780,4165792,89,14,10504,108,1352,40,0.679,0.9167,0.0081,0.7857,19.494,10.414,0.0833,0
487,497,4186980,4186988,52,20,6999,130,1352,40,0.7204,0.8,0.0074,0.5,1.716,1,-0.2,0
204,226,921087,921104,105,37,13505,100,1368,69,0.2982,0.7727,0.0161,0.5946,20.212,13.424,-0.2273,0
576,586,1581945,1581952,54,12,7555,123,1652,69,0.6973,0.7,0.006,0.8333,17.324,1,-0.3,0
1582,1592,1612840,1612870,193,25,18218,78,1654,69,0.075,0.3333,0.006,0.4,22.856,1,0.6667,0
967,982,1659737,1659760,223,24,21349,63,1652,69,0.8111,0.6522,0.0091,0.625,23.483,11.761,0.3478,0
1287,1296,1695433,1695447,86,16,9848,100,1652,69,0.431,0.6429,0.0055,0.5625,19.345,0.9542,0.3571,0
1285,1293,1715283,1715307,110,20,12413,100,1650,69,0.4327,0.3333,0.0049,0.4,20.414,0.9031,0.6667,0
57,67,4121201,4121214,81,16,9137,98,1646,69,0.0693,0.7692,0.0061,0.625,19.085,1,0.2308,0
715,732,5260241,5260250,116,18,12530,88,1650,69,0.8667,0.5294,0.0103,0.9444,20.645,12.305,-0.4706,0
1358,1376,5492080,5492091,110,34,14087,113,1650,69,0.3321,0.6111,0.0109,0.5294,20.414,12.553,-0.3889,0
203,222,5521699,5521708,89,32,11922,123,1650,69,0.2461,0.4737,0.0115,0.5938,19.494,12.787,-0.5263,0
1345,1358,5550892,5550899,51,14,6525,120,1650,69,0.3539,0.5385,0.0079,0.9286,17.076,11.139,-0.4615,0
146,169,5714647,5714652,76,24,10286,120,1650,69,0.177,0.2174,0.0139,0.9583,18.808,13.617,-0.7826,0
305,313,836762,836771,51,10,5779,92,1690,150,0.3609,0.8889,0.0047,0.8,17.076,0.9031,0.1111,0
1041,1056,1276792,1276817,252,20,28061,92,1652,100,0.7215,0.6,0.0091,0.75,24.014,11.761,0.4,0
1261,1273,1592233,1592247,102,24,13464,118,1650,100,0.457,0.8571,0.0073,0.5,20.086,10.792,0.1429,0
206,239,1785718,1785787,979,126,118187,106,1660,100,0.2482,0.4783,0.0199,0.2619,29.908,15.185,0.5217,0
814,823,119924,119932,52,10,4695,74,1662,100,0.9795,0.8889,0.0054,0.9,1.716,0.9542,-0.1111,0
673,695,890920,890940,290,28,26213,43,1710,100,0.7871,0.9091,0.0129,0.7857,24.624,13.424,-0.0909,0
1161,1170,2173332,2173340,56,10,5966,90,1710,100,0.6316,0.8889,0.0053,0.9,17.482,0.9542,-0.1111,0
912,927,3597508,3597517,56,19,7390,120,1658,100,0.8818,0.6,0.0091,0.7895,17.482,11.761,-0.4,0
1145,1154,595201,595245,226,23,24834,93,1358,100,0.3004,0.2045,0.0066,0.3913,23.541,0.9542,0.7954,0
1307,1325,971525,971551,187,32,20916,101,1358,100,0.0486,0.6923,0.0132,0.5625,22.718,12.553,0.3077,0
557,567,1130873,1130901,171,23,17836,92,1360,100,0.8191,0.3571,0.0074,0.4348,2.233,1,0.6429,0
1245,1263,1349778,1349811,383,37,41476,97,1360,100,0.1426,0.5454,0.0132,0.4865,25.832,12.553,0.4545,0
1272,1285,1954485,1954498,120,17,12847,83,1360,100,0.1103,1,0.0096,0.7647,20.792,11.139,0,0
657,678,2134924,2134950,425,28,37025,48,1356,100,0.969,0.8077,0.0155,0.75,26.284,13.222,0.1923,0
1175,1187,2488529,2488541,111,14,11868,93,1352,100,0.2441,1,0.0089,0.8571,20.453,10.792,0,0
1307,1316,2633467,2633484,96,21,11447,108,1362,100,0.0676,0.5294,0.0066,0.4286,19.823,0.9542,0.4706,0
919,931,3178549,3178563,133,14,14163,84,1358,100,0.6289,0.8571,0.0088,0.8571,21.239,10.792,0.1429,0
320,329,9754896,9754906,63,12,6884,89,1356,100,0.472,0.9,0.0066,0.75,17.993,0.9542,0.1,0
661,669,2183073,2183084,69,11,6811,78,1362,120,0.9706,0.7273,0.0059,0.7273,18.389,0.9031,0.2727,0
553,567,745890,745905,165,16,16601,70,1632,100,0.6777,0.9333,0.0086,0.875,22.175,11.461,0.0667,0
1467,1482,1144047,1144070,245,20,23122,56,1656,80,0.2101,0.6522,0.0091,0.75,23.892,11.761,0.3478,0
929,939,1248676,1248687,88,13,9120,88,1656,80,0.8659,0.9091,0.006,0.7692,19.445,1,0.0909,0
165,176,1293999,1294012,106,11,11973,96,1654,80,0.1995,0.8461,0.0066,1,20.253,10.414,0.1539,0
267,280,1786108,1786124,154,19,17564,93,1656,80,0.3225,0.8125,0.0078,0.6842,21.875,11.139,0.1875,0
1605,1613,2158132,2158152,88,21,7182,67,1656,80,0.0519,0.4,0.0048,0.381,19.445,0.9031,0.6,0
1588,1602,2338856,2338875,169,20,14689,64,1654,80,0.0629,0.7368,0.0085,0.7,22.279,11.461,0.2632,0
957,966,2591828,2591841,80,12,8091,91,1648,80,0.8277,0.6923,0.0055,0.75,19.031,0.9542,0.3077,0
248,255,3568704,3568718,63,12,7202,104,1648,80,0.301,0.5,0.0043,0.5833,17.993,0.8451,0.5,0
847,858,3658081,3658092,84,15,8532,83,1646,80,0.9575,1,0.0067,0.7333,19.243,10.414,0,0
953,962,3681237,3681252,79,12,8132,86,1646,80,0.8311,0.6,0.0055,0.75,18.976,0.9542,0.4,0
532,542,3706296,3706306,66,14,7519,97,1646,80,0.6464,1,0.0061,0.7143,18.195,1,0,0
253,279,3802023,3802044,350,31,37664,78,1648,80,0.307,0.8077,0.0158,0.8387,25.441,1.415,-0.1923,0
63,73,3947227,3947239,85,11,9693,95,1648,80,0.0765,0.8333,0.0061,0.9091,19.294,1,0.1667,0
389,404,4072432,4072440,82,16,9431,100,1648,80,0.4721,0.5333,0.0091,0.9375,19.138,11.761,-0.4667,0
576,583,4235272,4235283,60,11,6887,102,1648,80,0.699,0.6364,0.0043,0.6364,17.781,0.8451,0.3636,0
93,103,4630871,4630888,108,17,12886,102,1648,80,0.1129,0.5882,0.0061,0.5882,20.334,1,0.4118,0
395,404,4726828,4726836,57,10,6684,101,1646,80,0.48,0.8889,0.0055,0.9,17.559,0.9542,-0.1111,0
61,67,799291,799301,34,8,2588,61,1690,211,0.0722,0.6,0.0036,0.75,15.315,0.7782,0.4,0
1538,1562,830518,830524,51,25,4561,77,1686,211,0.1471,0.25,0.0142,0.96,17.076,13.802,-0.75,0
477,488,1134907,1134921,116,18,11801,64,1692,143,0.5638,0.7857,0.0065,0.6111,20.645,10.414,0.2143,0
965,975,1219062,1219077,79,17,10188,115,1682,143,0.8407,0.6667,0.006,0.5882,18.976,1,0.3333,0
1474,1489,1248833,1248844,114,18,13680,101,1694,60,0.242,0.7333,0.0088,0.8333,20.569,11.761,-0.2667,0
933,941,271824,271831,38,9,3963,85,1696,100,0.8903,0.875,0.0047,0.8889,15.798,0.9031,-0.125,0
1135,1141,287964,287972,32,9,3772,105,1698,100,0.6561,0.75,0.0035,0.6667,15.051,0.7782,0.25,0
1179,1185,496422,496428,25,6,2918,105,1694,100,0.6009,1,0.0035,1,13.979,0.7782,0,0
976,985,733668,733675,45,10,4664,86,1694,100,0.8371,0.7778,0.0053,0.9,16.532,0.9542,-0.2222,0
611,625,468991,469023,223,31,25800,106,1626,70,0.7515,0.4375,0.0086,0.4516,23.483,11.461,0.5625,0
1441,1450,492452,492461,62,12,6582,91,1626,70,0.2165,1,0.0055,0.75,17.924,0.9542,0,0
359,370,652992,653004,84,13,9522,87,1628,70,0.441,0.9167,0.0068,0.8461,19.243,10.414,0.0833,0
1224,1237,812031,812044,137,16,14536,81,1626,70,0.4785,1,0.008,0.8125,21.367,11.139,0,0
729,742,832264,832282,148,21,15761,96,1626,70,0.8967,0.7222,0.008,0.6191,21.703,11.139,0.2778,0
869,877,899390,899399,52,9,5483,91,1626,70,0.9213,0.8889,0.0049,0.8889,1.716,0.9031,0.1111,0
1009,1020,1067161,1067171,68,14,7634,96,1624,70,0.7438,0.9091,0.0068,0.7857,18.325,10.414,-0.0909,0
1410,1420,1164921,1164931,60,12,6342,88,1624,70,0.2512,1,0.0062,0.8333,17.781,1,0,0
1515,1528,1206028,1206040,113,14,10683,75,1624,70,0.1182,0.9231,0.008,0.9286,20.531,11.139,-0.0769,0
386,394,1304617,1304626,51,10,5795,100,1624,70,0.4754,0.8889,0.0049,0.8,17.076,0.9031,0.1111,0
1267,1278,1340865,1340875,70,12,7890,91,1624,70,0.4261,0.9091,0.0068,0.9167,18.451,10.414,-0.0909,0
1065,1075,1379196,1379206,66,13,7502,98,1624,70,0.6761,1,0.0062,0.7692,18.195,1,0,0
1297,1308,1439661,1439674,104,16,12367,110,1626,70,0.3911,0.8461,0.0068,0.6875,2.017,10.414,0.1539,0
101,114,1467096,1467110,140,18,15073,90,1624,70,0.1244,0.9286,0.008,0.7222,21.461,11.139,0.0714,0
924,935,1519112,1519120,64,14,6913,94,1624,70,0.8485,0.7273,0.0068,0.7857,18.062,10.414,-0.2727,0
993,1004,1589161,1589168,57,12,6528,103,1626,70,0.7651,0.6364,0.0068,0.9167,17.559,10.414,-0.3636,0
996,1009,1627293,1627306,114,16,12284,79,1626,70,0.7589,1,0.008,0.8125,20.569,11.139,0,0
984,994,1802170,1802178,58,10,6651,99,1628,70,0.7789,0.8,0.0061,1,17.634,1,-0.2,0
586,616,1862942,1862979,767,42,55228,12,1624,70,0.7217,0.8108,0.0185,0.7143,28.848,14.771,0.1892,0
1215,1223,1940686,1940699,66,10,7467,101,1624,70,0.4938,0.6154,0.0049,0.8,18.195,0.9031,0.3846,0
990,998,1973168,1973176,59,8,6543,93,1622,70,0.7694,1,0.0049,1,17.708,0.9031,0,0
1233,1245,2093622,2093633,93,14,10797,91,1696,85,0.5318,0.9167,0.0071,0.8571,19.685,10.792,-0.0833,0
853,862,15184,15196,84,11,10694,102,1696,85,0.9835,0.75,0.0053,0.8182,19.243,0.9542,0.25,0
1123,1140,34172,34180,76,18,10680,130,1698,85,0.6572,0.4706,0.01,0.9444,18.808,12.305,-0.5294,0
965,975,71777,71788,63,16,9037,136,1696,85,0.8502,0.9091,0.0059,0.625,17.993,1,0.0909,0
806,815,1204128,1204136,52,10,5328,83,1352,80,0.7944,0.8889,0.0067,0.9,1.716,0.9542,-0.1111,0
726,738,1286481,1286491,84,12,8949,84,1352,80,0.9083,0.8333,0.0089,1,19.243,10.792,-0.1667,0
770,780,1608591,1608609,121,14,12773,91,1354,80,0.8479,0.5556,0.0074,0.7143,20.828,1,0.4444,0
893,902,1664446,1664455,61,11,6682,92,1356,80,0.6696,1,0.0066,0.8182,17.853,0.9542,0,0
559,571,1975680,1975691,75,15,8166,89,1352,80,0.8269,0.9167,0.0089,0.8,18.751,10.792,-0.0833,0
919,928,2702154,2702164,72,14,7551,82,1356,80,0.6313,0.9,0.0066,0.6429,18.573,0.9542,0.1,0
895,904,10343919,10343928,50,11,6005,112,1360,40,0.6706,1,0.0066,0.8182,1.699,0.9542,0,0
312,322,10391495,10391507,88,13,9643,91,1358,40,0.4595,0.8333,0.0074,0.7692,19.445,1,0.1667,0
1145,1159,10507433,10507445,107,15,12374,104,1358,40,0.2931,0.8571,0.0103,0.9333,20.294,11.461,-0.1429,0
681,692,564704,564721,147,17,14809,78,1358,50,0.9808,0.6471,0.0081,0.6471,21.673,10.414,0.3529,0
771,778,1264388,1264403,84,9,9968,107,1358,50,0.8542,0.4667,0.0052,0.7778,19.243,0.8451,0.5333,0
755,761,1362991,1362998,32,6,3355,98,1358,50,0.8792,0.8571,0.0044,1,15.051,0.7782,0.1429,0
735,746,1759941,1759951,62,11,6884,93,1360,50,0.9029,0.9091,0.0081,1,17.924,10.414,-0.0909,0
338,348,393428,393468,273,31,29865,93,1376,40,0.4913,0.25,0.0073,0.3226,24.362,1,0.75,0
496,527,3889348,3889402,1176,67,117153,56,1668,40,0.5947,0.5741,0.0186,0.4627,30.704,14.914,0.4259,0
1259,1302,3928519,3928612,2400,96,260185,69,1664,40,0.4351,0.4624,0.0258,0.4479,33.802,16.335,0.5376,0
734,747,3980510,3980528,177,18,19435,91,1666,40,0.8812,0.7222,0.0078,0.7222,2.248,11.139,0.2778,0
733,740,4022585,4022595,61,10,6588,91,1668,40,0.8789,0.7,0.0042,0.7,17.853,0.8451,0.3,0
1110,1126,4349724,4349745,220,19,27851,115,1666,40,0.6483,0.7619,0.0096,0.8421,23.424,12.041,0.2381,0
282,291,455871,455881,67,11,7391,96,1374,40,0.4105,0.9,0.0066,0.8182,18.261,0.9542,0.1,0
572,584,228293,228336,341,39,44484,121,1362,40,0.8399,0.2791,0.0088,0.3077,25.327,10.792,0.7209,0
522,528,281944,281958,57,8,6661,110,1362,40,0.7665,0.4286,0.0044,0.75,17.559,0.7782,0.5714,0
1038,1047,603596,603608,80,12,9136,100,1358,40,0.458,0.75,0.0066,0.75,19.031,0.9542,0.25,0
575,587,1279980,1279991,111,15,11861,84,1362,40,0.8443,0.9167,0.0088,0.8,20.453,10.792,-0.0833,0
803,814,135392,135403,98,14,10137,84,1358,200,0.8012,1,0.0081,0.7857,19.912,10.414,0,0
1145,1157,2613103,2613123,168,15,19901,105,1362,40,0.301,0.6,0.0088,0.8,22.253,10.792,0.4,0
371,385,2794886,2794911,172,24,19549,105,1362,40,0.5448,0.56,0.0103,0.5833,22.355,11.461,0.44,0
355,378,2820561,2820612,631,46,68349,91,1364,40,0.5205,0.451,0.0169,0.5,2.8,13.617,0.549,0
362,388,2839568,2839625,1015,49,105560,76,1364,40,0.5308,0.4561,0.0191,0.5306,30.065,1.415,0.5439,0
228,253,3458746,3458793,561,57,60112,61,1362,40,0.3348,0.5319,0.0184,0.4386,2.749,13.979,0.4681,0
787,1316,3544454,3544490,8391,609,991612,103,1364,40,0.0704,0.068,0.3878,0.8686,39.238,27.235,-0.9319,0
395,419,4680348,4680372,158,65,18480,111,1364,40,0.5792,1,0.0176,0.3692,21.987,13.802,0,0
1338,1346,7851,7865,60,13,5577,86,1366,185,0.0293,0.5714,0.0059,0.6154,17.781,0.9031,0.4286,0
10,17,783146,783156,51,10,5141,93,1364,185,0.0147,0.7,0.0051,0.7,17.076,0.8451,0.3,0
1221,1232,87916,87927,90,17,9216,85,1362,175,0.1909,1,0.0081,0.6471,19.542,10.414,0,0
751,763,424082,424112,212,38,23916,90,1358,175,0.8763,0.4,0.0088,0.3158,23.263,10.792,0.6,0
1289,1305,534066,534095,217,60,26032,108,1360,175,0.0809,0.5517,0.0118,0.2667,23.365,12.041,0.4483,0
1015,1023,639490,639507,81,17,10095,113,1362,175,0.4978,0.4706,0.0059,0.4706,19.085,0.9031,0.5294,0
693,705,697863,697905,239,30,27364,100,1360,175,0.9632,0.2857,0.0088,0.4,23.784,10.792,0.7143,0
979,992,724192,724202,59,15,7330,112,1360,175,0.5412,0.7692,0.0096,0.8667,17.708,11.139,-0.2308,0
950,957,852041,852053,63,9,7758,115,1360,175,0.5926,0.5833,0.0052,0.7778,17.993,0.8451,0.4167,0
1044,1054,950109,950148,215,28,25269,105,1360,175,0.45,0.2564,0.0074,0.3571,23.324,1,0.7436,0
98,164,189519,189532,350,107,46379,125,1364,100,0.1437,0.197,0.0484,0.6168,25.441,18.195,-0.803,0
1131,1159,288152,288161,112,44,14403,120,1364,100,0.3006,0.3214,0.0205,0.6364,20.492,14.472,-0.6786,0
125,149,356611,356625,170,39,22467,123,1362,100,0.1836,0.5833,0.0176,0.6154,22.304,13.802,-0.4167,0
81,109,373946,373961,153,58,19616,118,1362,100,0.1189,0.5357,0.0206,0.4828,21.847,14.472,-0.4643,0
157,179,395408,395420,140,43,17898,118,1360,100,0.2309,0.5454,0.0162,0.5116,21.461,13.424,-0.4545,0
159,194,413476,413490,168,53,21548,120,1362,100,0.2335,0.4,0.0257,0.6604,22.253,15.441,-0.6,0
239,282,505112,505127,226,64,28906,120,1360,100,0.3515,0.3488,0.0316,0.6719,23.541,16.335,-0.6512,0
315,341,530471,530483,116,32,14912,121,1360,100,0.4632,0.4615,0.0191,0.8125,20.645,1.415,-0.5385,0
305,318,551913,551924,104,18,11469,97,1360,100,0.4485,0.8461,0.0096,0.7222,2.017,11.139,-0.1539,0
309,320,574196,574216,156,17,15848,74,1362,100,0.4537,0.55,0.0081,0.6471,21.931,10.414,0.45,0
187,203,594752,594771,136,50,17433,119,1364,100,0.2742,0.8421,0.0117,0.32,21.335,12.041,0.1579,0
311,323,618457,618502,377,33,36933,59,1364,100,0.456,0.2667,0.0088,0.3636,25.763,10.792,0.7333,0
1318,1329,2287245,2287276,224,25,22017,77,1364,100,0.0513,0.3548,0.0081,0.44,23.503,10.414,0.6452,0
1293,1304,3626796,3626816,163,18,16916,83,1362,50,0.0852,0.55,0.0081,0.6111,22.122,10.414,0.45,0
794,806,2294295,2294312,172,14,19457,91,1360,40,0.8147,0.7059,0.0088,0.8571,22.355,10.792,0.2941,0
1215,1232,1545468,1545486,184,42,22708,115,1628,120,0.4865,0.9444,0.0104,0.4048,22.648,12.305,0.0556,0
822,842,820681,820708,304,30,34001,85,1360,175,0.7618,0.7407,0.0147,0.6667,24.829,1.301,0.2593,0
1283,1297,324225,324243,140,22,16020,105,1358,40,0.0898,0.7778,0.0103,0.6364,21.461,11.461,0.2222,0
749,768,337093,337112,262,21,29349,88,1360,40,0.8706,1,0.014,0.9048,24.183,12.787,0,0
1120,1141,350893,350910,261,27,29526,88,1356,40,0.3171,0.8095,0.0155,0.7778,24.166,13.222,-0.1905,0
1192,1205,521912,521925,101,22,11601,108,1356,40,0.2227,1,0.0096,0.5909,20.043,11.139,0,0
498,509,261713,261732,144,17,15785,88,1356,40,0.7345,0.5789,0.0081,0.6471,21.584,10.414,0.4211,0
354,370,409908,409918,116,19,12174,82,1360,40,0.5206,0.625,0.0118,0.8421,20.645,12.041,-0.375,0
860,883,61614,61648,563,36,58906,83,1306,40,0.6478,0.6765,0.0176,0.6389,27.505,13.617,0.3235,0
581,652,148364,148463,3187,208,336567,87,1306,40,0.8897,0.7172,0.0544,0.3413,35.034,18.513,0.2828,0
1214,1227,365205,365227,210,20,21547,70,1308,40,0.1239,0.5909,0.0099,0.65,23.222,11.139,0.4091,0
818,829,657566,657580,112,13,12587,86,1306,40,0.7305,0.7857,0.0084,0.8461,20.492,10.414,0.2143,0
19,28,877413,877428,114,14,11442,81,1306,40,0.0291,0.6,0.0069,0.6429,20.569,0.9542,0.4,0
71,86,1119116,1119168,446,43,48231,96,1308,40,0.1086,0.2885,0.0115,0.3488,26.493,11.761,0.7115,0
262,274,849219,849235,139,15,14610,71,1690,120,0.3101,0.75,0.0071,0.8,2.143,10.792,0.25,0
112,127,33720,33737,178,16,17274,69,1692,80,0.1324,0.8824,0.0089,0.9375,22.504,11.761,0.1177,0
118,133,125813,125827,128,17,14234,87,1692,80,0.1395,0.9333,0.0089,0.8824,21.072,11.761,-0.0667,0
559,592,274608,274631,460,52,54324,103,1694,80,0.66,0.697,0.0195,0.6346,26.628,15.185,-0.303,0
181,191,398801,398815,112,15,11998,87,1794,80,0.2018,0.7143,0.0056,0.6667,20.492,1,0.2857,0
1494,1506,547500,547511,102,15,9367,77,1696,80,0.2241,0.9167,0.0071,0.8,20.086,10.792,-0.0833,0
1539,1556,625496,625516,260,24,21865,52,1692,80,0.1608,0.85,0.01,0.7083,2.415,12.305,0.15,0
1348,1360,662867,662880,106,16,10152,73,1696,80,0.3962,0.9231,0.0071,0.75,20.253,10.792,0.0769,0
763,780,677184,677200,178,20,17592,50,1694,80,0.9008,0.9412,0.01,0.85,22.504,12.305,-0.0588,0
189,232,712491,712528,561,106,75006,120,1694,80,0.2231,0.8605,0.0254,0.4057,2.749,16.335,-0.1395,0
1641,1664,769086,769100,186,35,19132,87,1694,80,0.0354,0.6087,0.0136,0.6571,22.695,13.617,-0.3913,0
1372,1388,784148,784164,131,22,16983,118,1694,80,0.3613,1,0.0094,0.7273,21.173,12.041,0,0
91,178,815573,815711,3234,198,348957,75,1692,80,0.1076,0.6304,0.0514,0.4394,35.097,19.395,0.3696,0
161,317,830128,830232,4663,709,606744,115,1694,80,0.1901,0.6667,0.0921,0.22,36.687,21.931,-0.3333,0
284,335,841077,841149,1095,192,142791,117,1694,80,0.3353,0.7083,0.0301,0.2656,30.394,17.076,0.2917,0
174,222,884609,884631,505,83,56864,97,1694,80,0.2054,0.4583,0.0283,0.5783,27.033,16.812,-0.5417,0
90,131,906500,906534,571,58,62823,73,1692,80,0.1064,0.8293,0.0242,0.7069,27.566,16.128,-0.1707,0
195,225,921071,921130,790,103,104560,119,1692,80,0.2305,0.5085,0.0177,0.2913,28.976,14.771,0.4915,0
73,110,939291,939346,903,76,100112,91,1694,80,0.0862,0.6727,0.0218,0.4868,29.557,15.682,0.3273,0
95,127,961065,961092,551,44,53142,56,1692,80,0.1123,0.8438,0.0189,0.7273,27.411,15.051,-0.1563,0
174,203,1008474,1008502,328,69,37200,101,1692,80,0.2057,0.9655,0.0171,0.4203,25.159,14.624,-0.0345,0
57,81,1022956,1022976,270,31,31583,95,1694,80,0.0673,0.8333,0.0142,0.7742,24.314,13.802,-0.1667,0
293,314,1044255,1044283,210,41,27761,119,1694,80,0.3459,0.75,0.0124,0.5122,23.222,13.222,0.25,0
387,403,1349016,1349036,231,25,23488,65,1694,80,0.4569,0.8,0.0094,0.64,23.636,12.041,0.2,0
1203,1218,75224,75234,109,18,11425,71,1684,70,0.5534,0.6667,0.0089,0.8333,20.374,11.761,-0.3333,0
630,649,96205,96225,254,26,28955,89,1684,70,0.7482,0.95,0.0113,0.7308,24.048,12.787,0.05,0
888,900,172100,172111,105,15,10269,59,1686,70,0.9324,0.9167,0.0071,0.8,20.212,10.792,-0.0833,0
1111,1126,238390,238406,166,17,16566,61,1686,70,0.6643,0.9375,0.0089,0.8824,22.201,11.761,0.0625,0
1272,1286,290640,290652,125,15,12560,61,1688,70,0.4763,0.8571,0.0083,0.9333,20.969,11.461,-0.1429,0
832,856,310567,310597,335,39,35066,82,1690,70,0.9846,0.8,0.0142,0.6154,2.525,13.802,0.2,0
671,682,334988,335000,101,12,11471,81,1690,70,0.7941,0.9167,0.0065,0.9167,20.043,10.414,0.0833,0
1073,1088,433186,433198,143,15,14669,61,1686,70,0.7094,0.8,0.0089,1,21.553,11.761,-0.2,0
1121,1135,507537,507548,114,17,11979,67,1688,70,0.6552,0.7857,0.0083,0.8235,20.569,11.461,-0.2143,0
567,580,532545,532556,110,16,11890,75,1690,70,0.671,0.8461,0.0077,0.8125,20.414,11.139,-0.1539,0
1210,1222,563227,563239,114,14,12063,79,1688,70,0.5521,1,0.0071,0.8571,20.569,10.792,0,0
1031,1045,621518,621530,115,15,11562,68,1688,70,0.7618,0.8571,0.0083,0.9333,20.607,11.461,-0.1429,0
1128,1141,643180,643193,124,17,13135,81,1686,70,0.6465,1,0.0077,0.7647,20.934,11.139,0,0
1077,1090,699354,699365,114,15,11778,71,1690,70,0.7101,0.8461,0.0077,0.8667,20.569,11.139,-0.1539,0
1034,1047,778450,778465,132,16,13800,68,1688,70,0.7595,0.8667,0.0077,0.8125,21.206,11.139,0.1333,0
604,621,850713,850745,282,37,33577,61,1688,70,0.7156,0.5313,0.0101,0.4595,24.502,12.305,0.4688,0
1598,1610,1569522,1569536,125,14,12047,73,1688,70,0.0924,0.8571,0.0071,0.8571,20.969,10.792,0.1429,0
1611,1629,1720569,1720592,263,25,24172,59,1688,70,0.0699,0.7826,0.0107,0.72,2.42,12.553,0.2174,0
1457,1466,1928741,1928773,192,24,19002,82,1688,70,0.263,0.2813,0.0053,0.375,22.833,0.9542,0.7188,0
1065,1078,1955642,1955655,121,18,12705,65,1688,70,0.7228,1,0.0077,0.7222,20.828,11.139,0,0
1619,1637,2051872,2051892,248,18,22134,53,1692,70,0.065,0.9,0.0106,1,23.944,12.553,0.1,0
1449,1461,2083961,2083975,108,17,10704,69,1690,70,0.271,0.8571,0.0071,0.7059,20.334,10.792,0.1429,0
1630,1644,2115318,2115330,115,17,10115,67,1690,70,0.0544,0.8571,0.0083,0.8235,20.607,11.461,-0.1429,0
1588,1610,3353146,3353173,408,30,37889,57,1690,70,0.0947,0.8148,0.013,0.7333,26.107,13.424,0.1852,0
1069,1101,49572,49595,463,37,53525,97,1358,40,0.3785,0.7188,0.0236,0.8649,26.656,15.051,-0.2813,0
