@relation Weight-Lifting

@attribute x1 numeric
@attribute x2 numeric
@attribute x3 numeric
@attribute x4 numeric
@attribute x5 numeric
@attribute x7 numeric
@attribute x8 numeric
@attribute x9 numeric
@attribute x10 numeric
@attribute x11 numeric
@attribute x12 numeric
@attribute x13 numeric
@attribute x14 numeric
@attribute x16 numeric
@attribute x21 numeric
@attribute x22 numeric
@attribute x23 numeric
@attribute x24 numeric
@attribute x25 numeric
@attribute x26 numeric
@attribute x27 numeric
@attribute x28 numeric
@attribute x29 numeric
@attribute x30 numeric
@attribute x31 numeric
@attribute x32 numeric
@attribute x33 numeric
@attribute x34 numeric
@attribute x35 numeric
@attribute x36 numeric
@attribute x37 numeric
@attribute x38 numeric
@attribute x40 numeric
@attribute x42 numeric
@attribute x44 numeric
@attribute x46 numeric
@attribute x47 numeric
@attribute class {A,B,E}

@data
-7.57,2.59,-93.3,4,0.02,-0.15,-10,-3,37,-16,627,-253,77.4,93.4,-200,163,57,-139,340,559,0.08,-0.82,0.21,40,103,69,-336,485,106,-155,30.6,-81.5,0.27,57,-243,-670,-89,E
-7.56,2.63,-93.3,4,0.03,-0.13,-14,2,36,-16,623,-245,77.1,94.9,-206,169,51,-159,342,568,0.05,-0.85,0.41,37,102,67,-347,473,103,-155,31.5,-81.9,0.71,59,-227,-667,-85,E
-7.51,2.69,-93.4,4,0.03,-0.13,-21,3,37,-16,625,-248,76.8,95.6,-201,168,52,-161,338,579,0.06,-0.88,0.44,35,88,53,-360,472,102,-155,32.1,-83,0.95,47,-222,-669,-70,E
-7.47,2.79,-93.3,4,0.02,-0.13,-19,1,37,-17,627,-243,76.6,95.9,-195,162,59,-166,337,571,0.08,-0.92,0.38,33,84,53,-377,463,106,-155,32.2,-84.4,1.14,14,-219,-654,-52,E
-7.42,2.87,-93.3,5,0.02,-0.11,-18,-4,41,-22,621,-227,76.4,95.8,-191,162,52,-160,340,569,0.06,-0.9,0.44,28,93,57,-373,468,86,-155,32.2,-86.5,1.35,-17,-226,-638,-23,E
-7.36,2.95,-93.3,5,0.03,-0.07,-15,-4,43,-19,618,-241,76.2,95.2,-188,157,51,-146,343,573,0.08,-0.85,0.44,30,81,51,-385,454,84,-156,32.4,-88.9,1.64,-49,-230,-619,-4,E
-7.24,3.06,-93.3,5,0.08,0,-6,-4,49,-15,619,-246,76,94.1,-184,159,49,-119,335,575,0.08,-0.85,0.38,31,77,54,-393,458,76,-156,32.8,-91.7,1.96,-57,-230,-610,28,E
-7.1,3.21,-93.3,5,0.14,0.03,-3,-1,48,-22,625,-243,75.8,92.7,-183,161,49,-105,332,572,0.11,-0.8,0.46,30,83,57,-403,441,75,-157,33.5,-94.8,2.17,-83,-226,-597,40,E
-6.93,3.34,-93.3,4,0.16,0.05,-15,0,38,-22,620,-244,75.7,91.1,-185,165,52,-70,326,582,0.11,-0.75,0.54,30,79,52,-413,443,87,-158,34.5,-98.3,2.34,-84,-228,-567,69,E
-6.71,3.56,-93.3,4,0.16,0.05,-23,1,37,-16,626,-244,75.5,88.8,-187,170,58,-44,325,579,0.08,-0.74,0.67,29,70,52,-418,433,61,-159,35.7,-102,2.55,-106,-229,-543,96,E
-6.47,3.8,-93.3,5,0.14,0.07,-24,2,40,-12,623,-251,75.5,86.6,-191,176,66,5,318,585,0.08,-0.71,0.64,21,69,53,-427,428,55,-161,37.2,-106,2.73,-105,-227,-526,111,E
-6.18,4.06,-93.2,5,0.16,0.11,-20,-2,49,-21,629,-248,75.5,83.8,-193,183,68,33,310,587,0.14,-0.71,0.54,32,74,45,-437,419,47,-163,38.7,-110,2.79,-120,-211,-485,147,E
-5.91,4.28,-93.2,5,0.18,0.16,-20,-4,48,-8,620,-253,75.6,80.6,-185,190,78,100,291,569,0.16,-0.75,0.59,41,67,46,-450,419,45,-165,40.3,-115,2.89,-129,-206,-445,186,E
-5.59,4.45,-93.2,5,0.13,0.2,-29,0,41,-12,622,-257,75.7,77.1,-174,190,87,169,267,577,0.14,-0.79,0.71,36,61,46,-449,411,29,-168,42,-121,3.1,-112,-197,-418,211,E
-5.24,4.62,-93.2,5,0.08,0.21,-26,0,45,-16,616,-256,76,73.2,-162,183,91,208,263,547,0.18,-0.82,0.72,26,49,40,-458,404,22,-170,43.5,-125,3.12,-118,-189,-361,248,E
-4.88,4.74,-93.1,6,0.06,0.21,-23,-4,49,-14,623,-251,76.4,69.2,-145,180,79,286,235,535,0.18,-0.88,0.59,17,52,41,-471,400,21,-172,45.1,-131,3.12,-120,-188,-304,288,E
-4.5,4.81,-93.1,5,0.05,0.28,-19,-5,45,-15,627,-261,76.8,64.6,-132,175,73,325,213,525,0.22,-0.88,0.43,16,56,31,-478,390,20,-174,46.4,-136,3.24,-122,-186,-274,313,E
-4.06,4.88,-93,4,0.05,0.33,-20,-3,39,-7,620,-256,77.5,59.6,-118,167,61,412,186,488,0.24,-0.87,0.34,20,40,31,-489,380,8,-176,47.7,-143,3.58,-127,-182,-201,367,E
-3.53,4.96,-92.9,4,0.05,0.38,-18,-3,30,-8,622,-272,78.4,54.3,-99,161,48,492,133,444,0.24,-0.87,0.3,22,34,40,-498,368,-6,-179,48.5,-149,3.76,-70,-177,-122,408,E
-3,5.06,-92.9,3,0.06,0.39,-20,-5,27,-6,615,-264,79.5,48.9,-85,146,31,527,105,422,0.16,-0.85,0.28,24,51,35,-498,369,-1,178,48.1,-156,3.31,-78,-175,-91,420,E
-2.48,5.19,-92.8,3,0.06,0.39,-18,-5,25,-6,606,-290,81.3,42.8,-73,129,2,610,51,378,0.19,-0.82,0.33,20,55,26,-512,354,7,175,47.5,-163,3.32,-110,-202,-23,446,E
-1.96,5.29,-92.8,3,0.06,0.43,-17,-3,21,-7,611,-288,83.5,36.5,-49,116,-10,671,-8,296,0.27,-0.83,0.28,9,28,21,-514,348,-9,170,46,-172,3.9,-107,-204,59,469,E
-1.34,5.41,-92.8,2,0.08,0.48,-13,0,17,1,605,-303,85.9,29.7,-35,100,-29,696,-25,255,0.26,-0.9,0.15,5,0,26,-522,333,-19,167,44.1,-180,4.13,-90,-197,97,466,E
-0.74,5.47,-92.7,2,0.08,0.48,-11,1,15,4,604,-289,87.7,24,-19,88,-50,737,-70,183,0.19,-0.82,0.05,-4,4,30,-524,326,-19,164,42.2,174,3.63,-131,-190,172,476,E
-0.08,5.54,-92.7,2,0.1,0.51,-11,-3,16,5,607,-308,90.2,17.2,1,70,-93,755,-86,156,0.24,-0.71,0.08,3,19,20,-535,313,-9,162,40.7,167,3.84,-181,-217,207,491,E
0.52,5.61,-92.7,2,0.11,0.54,-13,-3,11,-4,600,-313,94.3,9.81,10,63,-118,772,-127,64,0.31,-0.69,0.03,13,-7,15,-542,310,-4,158,38.6,160,4.54,-155,-223,292,515,E
1.14,5.72,-92.6,2,0.11,0.56,-17,0,3,3,594,-323,98.7,2.49,23,52,-134,777,-170,-8,0.34,-0.72,-0.15,4,-28,21,-548,297,-26,154,36.8,153,4.24,-136,-195,369,540,E
1.74,5.86,-92.6,1,0.08,0.54,-13,-4,2,7,599,-325,103,-5.14,29,44,-151,770,-171,-46,0.32,-0.67,-0.25,-11,-7,27,-551,297,-26,150,35.4,147,3.71,-124,-189,407,564,E
2.32,5.91,-92.5,1,0.06,0.59,-11,-7,-1,0,586,-321,108,-12.2,38,39,-170,755,-205,-112,0.29,-0.5,-0.18,-19,26,19,-558,280,-35,147,33.8,141,3.97,-64,-186,477,608,E
2.86,5.91,-92.5,1,0.05,0.64,-9,-5,-3,4,590,-335,112,-19.3,42,31,-182,749,-221,-139,0.24,-0.34,-0.07,-12,25,19,-561,279,-27,144,31.4,134,4.16,-19,-162,545,636,E
3.47,5.88,-92.5,1,0.05,0.66,-9,-2,-10,3,583,-351,117,-26.3,40,22,-202,711,-252,-212,0.21,-0.24,0.07,0,12,29,-563,281,-39,142,29.2,129,3.68,-38,-160,577,646,E
4.08,5.85,-92.4,1,0.03,0.64,-9,-3,-11,6,584,-363,121,-32.9,40,17,-224,677,-267,-259,0.11,-0.31,0.15,11,-10,31,-566,266,-40,141,27.2,124,3.36,-37,-167,623,653,E
4.69,5.82,-92.4,2,0.03,0.64,-3,-3,-15,11,580,-368,125,-39.8,43,0,-263,652,-273,-283,0.13,-0.35,0.03,4,-20,11,-567,266,-47,140,24.7,120,3.6,25,-172,664,670,E
5.28,5.71,-92.3,2,0.02,0.64,-4,0,-22,4,572,-371,129,-46.4,44,-11,-275,605,-283,-331,0.14,-0.34,-0.13,-2,-24,-1,-567,271,-48,140,22,116,3.44,13,-161,673,651,E
5.91,5.62,-92.2,3,0.02,0.61,-8,5,-28,7,572,-378,133,-52.5,41,-21,-295,565,-286,-367,0.11,-0.24,-0.21,-7,-27,0,-575,259,-49,140,19.7,113,2.92,8,-164,695,636,E
6.51,5.58,-92.2,3,0,0.56,-6,3,-31,2,563,-393,136,-57.3,40,-30,-318,535,-292,-386,0.06,-0.16,-0.21,1,-32,5,-572,259,-39,141,17.6,110,2.92,-20,-187,714,633,E
7.1,5.52,-92.1,3,0,0.54,-5,-1,-32,14,564,-396,138,-61.4,38,-39,-353,484,-290,-397,0.03,-0.13,-0.26,-3,-35,-5,-575,262,-46,141,15.2,106,3.2,57,-187,731,612,E
7.59,5.5,-92,3,0.03,0.51,-3,-5,-28,13,553,-396,139,-64.8,40,-41,-373,443,-288,-438,0.08,-0.14,-0.41,-6,-41,-3,-573,251,-35,142,12.6,103,3.36,81,-182,736,596,E
8.07,5.46,-92,3,0.05,0.54,-13,-9,-27,11,556,-409,141,-68.2,41,-50,-390,427,-300,-442,0.11,-0.18,-0.52,-2,-43,2,-574,249,-38,142,9.91,99.8,3.15,89,-188,738,585,E
8.46,5.46,-91.9,3,0,0.52,-20,-2,-24,11,544,-420,143,-70.9,41,-72,-422,384,-301,-451,0.08,-0.22,-0.51,-4,-37,8,-575,246,-36,143,7.86,97.5,2.81,71,-197,737,557,E
8.9,5.48,-91.8,3,-0.06,0.52,-23,-7,-18,16,548,-422,145,-73.3,38,-83,-449,347,-315,-448,0.05,-0.24,-0.51,-5,-31,7,-572,254,-30,144,5.63,94.9,2.75,79,-203,748,531,E
9.26,5.51,-91.8,2,-0.1,0.57,-15,-11,-14,15,540,-424,147,-75.1,44,-94,-463,330,-326,-471,0.06,-0.21,-0.52,-6,-23,4,-588,243,-32,145,3.7,92.7,2.7,95,-201,732,534,E
9.52,5.4,-91.8,3,-0.13,0.57,-13,-2,-22,13,539,-433,149,-76.5,53,-109,-458,301,-351,-455,0.08,-0.13,-0.51,-6,-23,1,-578,244,-28,145,1.67,90.6,2.38,91,-193,728,504,E
9.92,5.27,-91.8,3,-0.11,0.52,-9,3,-27,10,533,-441,151,-77.4,54,-127,-457,281,-352,-466,0.03,-0.08,-0.49,-3,-27,7,-580,235,-28,146,0.08,89,1.96,84,-194,730,498,E
10.3,5.14,-91.8,2,-0.1,0.46,-7,1,-23,10,534,-446,153,-77.8,48,-136,-466,282,-360,-464,-0.03,0.02,-0.39,0,-16,18,-581,228,-24,147,-1.14,87.9,1.57,74,-203,722,477,E
10.7,5.01,-91.8,3,-0.06,0.48,-5,-4,-25,11,522,-452,154,-77.8,45,-137,-470,261,-364,-461,-0.14,0.14,-0.25,-1,-6,15,-579,239,-22,147,-2.31,87,1.32,70,-210,719,472,E
11,4.89,-91.8,4,-0.05,0.46,-12,3,-33,15,519,-453,155,-77.5,49,-136,-448,265,-381,-457,-0.19,0.24,-0.16,2,-11,13,-575,237,-25,147,-3.12,86.6,0.87,47,-199,718,461,E
11.3,4.83,-91.7,3,-0.05,0.39,-6,10,-31,12,516,-468,155,-77,49,-134,-439,271,-385,-450,-0.21,0.31,-0.08,2,-12,15,-576,238,-18,148,-3.47,86.7,0.32,27,-193,709,461,E
11.7,4.76,-91.6,4,-0.02,0.38,-7,5,-35,17,517,-470,155,-76.4,51,-130,-437,275,-392,-447,-0.24,0.34,-0.02,4,-12,14,-575,248,-14,148,-3.44,87.4,-0.18,29,-201,708,450,E
12,4.7,-91.5,4,-0.02,0.31,-9,11,-33,18,505,-457,155,-75.5,48,-128,-437,279,-387,-445,-0.27,0.34,0.03,-2,-9,17,-570,251,-3,148,-3.26,88.4,-0.56,33,-219,714,445,E
12.2,4.7,-91.5,3,0.02,0.26,-5,9,-32,17,507,-470,154,-74.5,49,-129,-439,295,-386,-446,-0.29,0.35,0.11,1,-4,19,-566,264,-3,148,-2.88,90,-0.92,15,-223,712,452,E
12.4,4.68,-91.4,4,0.03,0.18,-2,12,-33,20,507,-480,154,-73.1,56,-129,-435,330,-384,-434,-0.31,0.34,0.18,2,-13,14,-565,255,-4,148,-2.27,91.6,-1.25,14,-225,719,448,E
12.5,4.66,-91.4,3,0.05,0.13,-2,12,-32,20,510,-472,153,-71.4,62,-127,-428,343,-381,-431,-0.24,0.35,0.21,3,-22,7,-565,273,-7,149,-1.16,93.8,-1.65,17,-229,716,448,E
12.5,4.68,-91.3,3,0.08,0.11,0,11,-29,22,508,-480,152,-69.4,64,-108,-409,368,-370,-423,-0.22,0.37,0.13,4,-13,17,-558,267,8,149,0.33,96.3,-2.06,35,-236,718,451,E
12.6,4.73,-91.3,3,0.13,0.1,1,6,-32,19,504,-479,151,-67,63,-95,-400,409,-374,-404,-0.26,0.42,0.1,0,-5,23,-549,279,7,148,2.02,98.8,-2.33,35,-244,716,470,E
12.6,4.85,-91.3,4,0.18,0.1,1,9,-34,22,500,-485,149,-64.4,65,-85,-392,428,-375,-404,-0.29,0.5,0.1,-4,2,23,-557,278,7,148,3.76,101,-2.42,35,-238,723,471,E
12.6,5,-91.3,4,0.21,0.08,3,14,-35,26,498,-481,148,-61.2,71,-78,-376,468,-377,-387,-0.29,0.56,0.1,-1,0,24,-545,297,6,147,6.08,104,-2.68,40,-227,728,493,E
12.6,5.19,-91.2,4,0.24,0.03,-2,14,-38,24,499,-482,146,-57.5,73,-74,-364,517,-369,-362,-0.31,0.58,0.11,1,1,27,-538,297,4,147,8.73,107,-2.99,30,-221,720,497,E
12.5,5.41,-91.2,4,0.24,-0.02,-6,17,-40,25,489,-482,144,-53.6,77,-66,-347,536,-352,-350,-0.32,0.61,0.07,3,8,26,-538,305,12,147,11.8,111,-3.24,52,-216,718,527,E
12.5,5.67,-91.2,5,0.24,-0.07,-13,21,-41,23,504,-483,142,-49.1,77,-57,-338,587,-349,-309,-0.32,0.66,0.07,7,16,33,-533,315,15,147,14.8,114,-3.45,49,-212,702,549,E
12.4,5.91,-91.3,5,0.19,-0.13,-15,22,-43,29,499,-485,140,-44.8,78,-46,-323,620,-330,-271,-0.32,0.67,0.03,8,16,34,-523,324,19,147,17.9,118,-3.58,47,-205,695,567,E
12.1,6.11,-91.3,5,0.13,-0.21,-16,19,-42,29,503,-483,137,-39.6,89,-30,-294,647,-307,-249,-0.32,0.71,-0.05,5,27,41,-520,331,34,147,21,123,-3.63,21,-191,673,589,E
11.9,6.24,-91.4,5,0.08,-0.26,-16,14,-39,33,501,-469,135,-34.4,91,-23,-278,684,-311,-198,-0.34,0.75,0.05,17,36,40,-510,340,27,148,23.8,127,-3.63,35,-187,667,588,E
11.5,6.35,-91.4,4,0.05,-0.31,-14,11,-40,25,508,-472,132,-29,84,-12,-271,714,-280,-160,-0.35,0.77,0.03,18,37,45,-502,340,23,149,26.6,131,-3.89,17,-180,625,602,E
11.1,6.39,-91.5,4,0.02,-0.33,-13,12,-36,25,514,-458,130,-23.9,79,0,-252,731,-272,-139,-0.37,0.82,0.02,20,39,47,-498,353,40,151,29.2,136,-4.05,-17,-174,576,603,E
10.6,6.4,-91.5,4,0,-0.39,-9,11,-35,28,514,-461,129,-18.8,86,7,-218,753,-245,-90,-0.39,0.83,0.05,25,43,47,-496,369,39,153,31.6,142,-4.05,-8,-174,553,604,E
10.1,6.35,-91.6,3,-0.03,-0.43,-10,9,-31,24,521,-460,127,-13.6,74,14,-210,763,-226,-57,-0.45,0.9,-0.07,20,48,44,-477,376,43,156,33.5,147,-4.06,-51,-177,492,591,E
9.49,6.3,-91.6,3,-0.03,-0.44,-10,3,-28,28,521,-450,124,-7.56,67,29,-196,768,-195,-2,-0.47,0.98,-0.11,22,55,54,-468,395,46,159,35.2,153,-4.01,-59,-181,423,575,E
8.83,6.22,-91.7,3,-0.05,-0.46,-11,2,-27,22,532,-455,121,-1.82,60,45,-163,765,-150,58,-0.48,1.06,-0.15,32,63,63,-453,395,57,162,36.4,159,-4.13,-69,-183,390,559,E
8.17,6.18,-91.8,3,-0.03,-0.48,-10,-1,-26,20,532,-436,117,5.14,21,59,-133,769,-132,101,-0.55,1.14,-0.07,35,70,71,-440,414,68,165,37.6,166,-4.17,-88,-188,306,542,E
7.44,6.14,-91.8,3,-0.02,-0.49,-12,0,-25,23,535,-449,113,11.9,20,82,-101,741,-89,143,-0.61,1.22,0.03,31,77,67,-432,416,60,169,38.3,173,-4.22,-109,-199,227,509,E
6.73,6.08,-91.9,3,-0.05,-0.51,-15,4,-27,27,528,-444,109,17.9,18,98,-65,729,-48,199,-0.59,1.28,0.03,25,73,62,-417,436,67,173,38.9,180,-4.37,-143,-208,179,498,E
6.02,6.06,-92,3,-0.05,-0.54,-13,1,-28,16,537,-433,104,25.5,2,106,-60,705,-19,226,-0.58,1.32,0.11,32,79,77,-401,443,74,176,39.4,-174,-4.21,-140,-216,96,471,E
5.29,6.04,-92.1,3,-0.03,-0.57,-13,-6,-20,14,547,-434,99.4,32.3,-13,113,-52,675,25,274,-0.56,1.33,0.13,33,77,59,-380,465,79,180,39.8,-167,-4.05,-129,-219,57,464,E
4.51,6.03,-92.2,2,-0.02,-0.51,-8,-10,-15,16,547,-422,95.7,38,-23,123,-42,651,39,301,-0.5,1.27,0.07,26,68,66,-368,470,88,-178,40.1,-161,-3.92,-127,-216,-22,439,E
3.71,5.95,-92.3,3,-0.02,-0.49,-13,-3,-21,17,546,-415,92.7,43.2,-34,137,-23,603,85,350,-0.43,1.2,-0.1,32,79,59,-346,484,92,-175,40.1,-154,-3.81,-111,-213,-107,413,E
2.99,5.94,-92.3,2,-0.02,-0.52,-12,0,-20,16,555,-416,90.7,47.9,-40,153,-11,558,133,394,-0.35,1.17,-0.16,34,90,61,-338,486,104,-174,40.4,-149,-3.61,-115,-206,-135,395,E
2.32,5.92,-92.4,2,-0.02,-0.54,-11,-1,-18,13,556,-398,89.6,51.5,-53,167,-8,526,142,400,-0.29,1.16,-0.18,43,104,70,-320,504,96,-173,40.5,-144,-3.56,-88,-201,-208,358,E
1.62,5.88,-92.5,2,-0.02,-0.54,-9,-3,-16,9,562,-400,88.3,55.3,-72,168,-2,479,189,430,-0.26,1.16,-0.11,46,120,76,-318,511,100,-171,40.1,-139,-3.71,-96,-199,-286,307,E
0.96,5.83,-92.6,1,0,-0.52,-7,-4,-11,11,567,-386,87.3,58.6,-79,167,17,439,198,446,-0.21,1.16,-0.02,41,118,74,-293,512,105,-170,39.4,-134,-3.76,-111,-203,-318,286,E
0.25,5.74,-92.7,1,0,-0.54,-8,-3,-8,15,566,-386,86.2,62.3,-99,177,15,385,224,478,-0.14,1.16,-0.02,38,103,73,-286,522,101,-167,38.4,-127,-3.89,-108,-209,-380,230,E
-0.37,5.68,-92.8,1,0.02,-0.51,-11,-4,-4,14,571,-370,85.3,65.4,-113,183,13,325,264,514,-0.1,1.17,-0.02,52,130,81,-265,527,106,-164,37.1,-121,-4.05,-110,-218,-447,189,E
-1.01,5.62,-92.8,1,-0.02,-0.51,-14,-1,-4,11,576,-378,84.4,68.8,-111,184,33,290,266,516,-0.02,1.17,0.08,58,140,77,-252,532,109,-161,35.5,-115,-3.98,-137,-220,-473,159,E
-1.56,5.58,-92.9,2,-0.05,-0.52,-18,-2,-6,14,576,-361,83.5,72,-122,182,31,234,282,533,0.06,1.14,0.15,53,135,74,-234,544,99,-159,34.1,-109,-3.89,-90,-223,-531,116,E
-2.1,5.58,-92.9,2,-0.06,-0.49,-15,-5,4,10,576,-360,82.8,74.9,-124,175,46,200,279,545,0.13,1.11,0.08,58,127,68,-232,548,114,-157,32.6,-103,-3.82,-90,-231,-585,67,E
-2.59,5.51,-92.9,2,-0.08,-0.44,-13,-7,6,9,579,-355,82.2,77.7,-133,171,37,153,288,555,0.16,1.04,-0.02,49,114,71,-219,559,94,-156,31.4,-97.1,-3.4,-52,-246,-595,41,E
-3.09,5.37,-92.9,1,-0.1,-0.43,-12,3,-5,5,587,-349,81.8,80.2,-146,175,22,99,307,574,0.13,0.96,-0.07,53,113,70,-190,557,98,-155,30.1,-91.8,-3.21,-9,-247,-636,-25,E
-3.43,5.23,-92.9,1,-0.11,-0.46,-10,2,-5,6,590,-345,81.4,82.6,-143,167,34,71,308,571,0.06,0.83,-0.13,59,117,67,-192,572,100,-155,29.4,-87,-3.02,55,-265,-660,-91,E
-3.82,5.06,-92.9,1,-0.11,-0.48,-7,0,0,4,592,-337,81.2,84.8,-150,161,31,31,315,576,0.02,0.64,-0.2,68,121,59,-180,568,97,-155,28.9,-82.9,-2.59,90,-276,-681,-116,E
-4.19,4.86,-92.9,1,-0.1,-0.48,-8,2,4,-1,594,-338,81.2,86.7,-163,162,23,10,326,573,-0.02,0.43,-0.2,70,125,55,-178,560,110,-156,28.4,-79.5,-2.07,89,-288,-700,-162,E
-4.53,4.67,-93,1,-0.1,-0.48,-13,1,2,0,601,-331,81.3,88.6,-173,161,11,-25,328,572,0.02,0.21,-0.23,71,135,56,-170,565,105,-156,28.3,-76.7,-1.48,88,-307,-711,-189,E
-4.9,4.57,-93,2,-0.1,-0.51,-19,1,0,1,599,-323,81.6,90.2,-175,168,22,-46,336,568,0.05,0.02,-0.23,71,147,66,-174,566,98,-157,28.5,-74.9,-0.8,80,-310,-725,-221,E
-5.29,4.56,-93,2,-0.13,-0.54,-20,-4,7,-2,602,-317,81.9,91.6,-186,174,15,-73,332,572,0.06,-0.14,-0.2,78,165,78,-174,562,116,-157,29.2,-74,-0.1,59,-301,-719,-243,E
-5.74,4.49,-93,3,-0.16,-0.51,-16,-11,16,-8,602,-312,82.1,92.9,-186,179,20,-99,358,570,0.08,-0.27,-0.15,79,174,84,-178,558,104,-157,30,-74.1,0.5,72,-291,-724,-239,E
-6.12,4.33,-93,2,-0.18,-0.39,-11,-7,14,0,605,-308,82.2,93.8,-186,176,28,-104,347,568,0.11,-0.37,-0.18,83,174,81,-184,559,116,-157,30.7,-74.6,0.77,43,-272,-723,-220,E
-6.37,4.12,-93,2,-0.16,-0.33,-9,-3,12,-9,609,-305,82.2,94.3,-183,176,32,-115,345,570,0.16,-0.47,-0.2,83,173,84,-191,559,115,-157,31.2,-75.5,0.92,24,-260,-722,-226,E
-6.53,3.9,-93.1,2,-0.16,-0.31,-14,0,6,0,612,-302,82.2,94.7,-177,180,37,-116,358,565,0.16,-0.53,-0.18,81,168,83,-194,551,125,-157,31.5,-76.6,1.03,10,-256,-712,-206,E
-6.63,3.77,-93,2,-0.16,-0.31,-12,-6,15,-12,610,-298,81.9,94.7,-171,180,33,-117,348,564,0.16,-0.58,-0.11,76,161,84,-204,554,112,-157,31.8,-78,1.11,-17,-253,-703,-179,E
-6.78,3.6,-93,3,-0.16,-0.28,-12,-8,21,-7,611,-280,81.6,94.5,-168,176,32,-106,351,572,0.18,-0.63,0,71,152,80,-212,549,110,-157,32.1,-79.6,1.2,-37,-252,-701,-159,E
-6.86,3.44,-93,2,-0.14,-0.18,-15,-4,15,-7,614,-280,81.3,93.8,-164,167,35,-93,337,569,0.18,-0.71,0.05,70,140,72,-222,543,109,-157,32.5,-81.2,1.4,-43,-251,-681,-134,E
-6.85,3.32,-93,2,-0.16,-0.16,-15,0,15,-13,607,-274,81.1,92.9,-168,164,41,-86,350,587,0.18,-0.8,0.05,70,129,72,-227,540,112,-158,33,-83.4,1.59,-52,-249,-679,-115,E
-6.79,3.18,-93,2,-0.18,-0.16,-17,1,15,-16,615,-280,81,91.8,-177,167,36,-56,331,575,0.18,-0.9,0.03,67,124,71,-242,534,102,-158,33.8,-85.9,1.77,-57,-247,-661,-90,E
-6.73,3.08,-93,3,-0.18,-0.16,-6,-3,28,-14,612,-272,80.9,90.2,-181,173,44,-17,330,571,0.16,-0.93,0.1,63,131,70,-260,536,111,-159,34.7,-88.4,1.93,-68,-245,-643,-57,E
-6.65,2.89,-93,3,-0.13,-0.08,-4,-4,28,-17,609,-284,81,88.1,-181,176,52,1,322,577,0.14,-0.93,0.2,60,123,70,-273,525,104,-159,35.7,-91.1,2.1,-76,-244,-630,-46,E
-6.54,2.71,-92.9,2,-0.11,-0.05,-13,4,18,-14,607,-276,81.1,85.8,-177,177,67,45,312,586,0.14,-0.9,0.25,54,116,64,-282,526,103,-160,36.9,-94.2,2.26,-89,-239,-605,-7,E
-6.35,2.66,-92.9,2,-0.1,-0.08,-12,2,21,-11,610,-288,81.4,83.2,-173,182,70,80,306,568,0.13,-0.92,0.23,51,110,64,-297,518,93,-162,38.3,-97.7,2.31,-99,-232,-591,4,E
-6.21,2.65,-92.8,4,-0.05,-0.08,-2,-2,35,-13,609,-275,81.8,80.2,-163,186,64,141,290,559,0.11,-0.92,0.25,48,112,66,-300,511,99,-163,39.8,-101,2.44,-117,-230,-569,37,E
-6.12,2.57,-92.8,3,-0.02,-0.05,0,1,34,-14,617,-286,82.3,76.6,-152,188,64,166,294,564,0.1,-0.9,0.36,53,113,65,-314,501,86,-165,41.4,-105,2.62,-107,-228,-521,75,E
-6,2.52,-92.8,3,0.02,-0.05,-8,10,25,-10,614,-275,82.8,72.9,-138,185,62,242,261,537,0.06,-0.88,0.46,55,107,66,-325,504,83,-167,43,-110,2.68,-118,-219,-511,97,E
-5.81,2.54,-92.7,3,0.02,-0.1,-14,9,28,-18,613,-284,83.4,68.8,-123,182,61,309,248,515,0.03,-0.87,0.51,52,97,58,-328,494,78,-169,44.7,-114,2.71,-113,-206,-461,136,E
-5.63,2.63,-92.7,4,0.03,-0.07,-8,1,36,-9,608,-286,84.1,64.1,-121,177,50,352,233,502,0.02,-0.87,0.46,49,88,59,-347,490,74,-171,46.1,-119,2.68,-117,-201,-414,182,E
-5.53,2.71,-92.7,4,0.08,-0.05,-3,-1,36,-8,613,-285,85,59.9,-116,174,33,424,186,462,0.03,-0.83,0.39,43,94,59,-363,482,65,-173,47.6,-123,2.73,-119,-201,-390,208,E
-5.46,2.79,-92.7,4,0.11,-0.05,-9,1,34,-9,608,-278,86.2,54.7,-98,159,12,463,172,448,0,-0.79,0.49,44,98,64,-358,479,58,-175,48.9,-129,2.87,-128,-194,-332,251,E
-5.34,2.96,-92.7,4,0.14,-0.03,-16,3,32,-17,622,-273,87.5,49.5,-90,156,5,531,129,402,-0.05,-0.79,0.56,38,88,56,-372,469,62,-177,50.1,-135,2.99,-117,-192,-270,307,E
-5.2,3.17,-92.7,4,0.14,-0.03,-17,6,32,-13,615,-288,89,44.4,-80,150,-11,592,85,358,0,-0.77,0.49,34,79,51,-372,474,54,-179,51.2,-140,2.86,-126,-183,-236,326,E
-5.02,3.42,-92.7,4,0.16,-0.02,-13,4,36,-14,609,-279,90.7,38.7,-61,134,-27,628,75,332,0.06,-0.72,0.43,38,89,60,-387,470,52,178,52.4,-146,2.94,-135,-185,-172,377,E
-4.88,3.63,-92.7,4,0.18,-0.02,-12,3,35,-11,618,-277,92.2,32.9,-38,121,-40,673,21,273,0.05,-0.67,0.54,38,93,56,-386,463,43,175,53.2,-153,3.26,-125,-193,-106,431,E
-4.74,3.84,-92.8,4,0.19,0,-16,4,34,-12,611,-270,93.1,28,-23,109,-56,695,-4,242,0,-0.67,0.61,37,71,47,-395,454,38,170,53.4,-161,3.28,-124,-173,-59,455,E
